"date","station","temperature","precipitation"
2011-01-01,"Central Park",46.49,0
2011-01-02,"Central Park",43.519999999999996,0.0117
2011-01-03,"Central Park",32,0
2011-01-04,"Central Park",34.97,0
2011-01-05,"Central Park",33.98,0
2011-01-06,"Central Park",29.57,0
2011-01-07,"Central Park",29.03,0.1872
2011-01-08,"Central Park",26.96,0
2011-01-09,"Central Park",29.03,0
2011-01-10,"Central Park",29.57,0
2011-01-11,"Central Park",26.96,0.24960000000000002
2011-01-12,"Central Park",27.5,0.6045
2011-01-13,"Central Park",23.99,0
2011-01-14,"Central Park",23.99,0
2011-01-15,"Central Park",30.47,0
2011-01-16,"Central Park",31.55,0
2011-01-17,"Central Park",23,0
2011-01-18,"Central Park",32.54,1.2596999999999998
2011-01-19,"Central Park",38.03,0.0702
2011-01-20,"Central Park",32.54,0
2011-01-21,"Central Park",24.98,0.4056
2011-01-22,"Central Park",18.5,0
2011-01-23,"Central Park",17.509999999999998,0
2011-01-24,"Central Park",15.079999999999998,0
2011-01-25,"Central Park",30.56,0.0507
2011-01-26,"Central Park",32.54,1.2792
2011-01-27,"Central Park",32.45,0.7644000000000001
2011-01-28,"Central Park",31.01,0
2011-01-29,"Central Park",32.45,0.0117
2011-01-30,"Central Park",32.99,0
2011-01-31,"Central Park",26.42,0
2011-02-01,"Central Park",27.5,0.1677
2011-02-02,"Central Park",32.45,0.6942
2011-02-03,"Central Park",29.03,0
2011-02-04,"Central Park",28.49,0
2011-02-05,"Central Park",36.95,0.2067
2011-02-06,"Central Park",41,0
2011-02-07,"Central Park",40.46,0.12869999999999998
2011-02-08,"Central Park",29.48,0.10919999999999999
2011-02-09,"Central Park",22.01,0
2011-02-10,"Central Park",25.43,0
2011-02-11,"Central Park",28.04,0
2011-02-12,"Central Park",34.97,0
2011-02-13,"Central Park",37.04,0
2011-02-14,"Central Park",47.48,0
2011-02-15,"Central Park",31.01,0
2011-02-16,"Central Park",37.04,0
2011-02-17,"Central Park",54.5,0
2011-02-18,"Central Park",56.48,0
2011-02-19,"Central Park",38.48,0
2011-02-20,"Central Park",30.47,0
2011-02-21,"Central Park",30.56,0.3354
2011-02-22,"Central Park",25.97,0
2011-02-23,"Central Park",30.47,0
2011-02-24,"Central Park",37.04,0.0507
2011-02-25,"Central Park",45.5,1.3065
2011-02-26,"Central Park",36.95,0
2011-02-27,"Central Park",43.97,0
2011-02-28,"Central Park",50,0.43679999999999997
2011-03-01,"Central Park",39.56,0
2011-03-02,"Central Park",39.02,0
2011-03-03,"Central Park",26.509999999999998,0
2011-03-04,"Central Park",33.98,0
2011-03-05,"Central Park",50.99,0.0117
2011-03-06,"Central Park",51.98,2.0006999999999997
2011-03-07,"Central Park",43.519999999999996,0.078
2011-03-08,"Central Park",38.48,0
2011-03-09,"Central Park",39.47,0
2011-03-10,"Central Park",45.5,1.0608
2011-03-11,"Central Park",47.48,0.9009
2011-03-12,"Central Park",46.94,0
2011-03-13,"Central Park",47.03,0
2011-03-14,"Central Park",41,0
2011-03-15,"Central Park",40.46,0
2011-03-16,"Central Park",47.48,0.5538
2011-03-17,"Central Park",54.5,0
2011-03-18,"Central Park",64.04,0
2011-03-19,"Central Park",48.47,0
2011-03-20,"Central Park",42.53,0
2011-03-21,"Central Park",40.46,0.43679999999999997
2011-03-22,"Central Park",44.96,0
2011-03-23,"Central Park",35.96,0.8619
2011-03-24,"Central Park",37.04,0.08969999999999999
2011-03-25,"Central Park",35.06,0
2011-03-26,"Central Park",32.99,0
2011-03-27,"Central Park",36.5,0
2011-03-28,"Central Park",35.51,0
2011-03-29,"Central Park",39.92,0
2011-03-30,"Central Park",44.510000000000005,0.0117
2011-03-31,"Central Park",40.010000000000005,0.12869999999999998
2011-04-01,"Central Park",39.56,0.17939999999999998
2011-04-02,"Central Park",46.49,0
2011-04-03,"Central Park",50,0
2011-04-04,"Central Park",52.97,0.058499999999999996
2011-04-05,"Central Park",53.96,0.1599
2011-04-06,"Central Park",46.49,0.08969999999999999
2011-04-07,"Central Park",47.03,0.0195
2011-04-08,"Central Park",45.5,0
2011-04-09,"Central Park",48.92,0
2011-04-10,"Central Park",50.99,0
2011-04-11,"Central Park",65.48,0
2011-04-12,"Central Park",58.459999999999994,1.0803
2011-04-13,"Central Park",46.49,0.37829999999999997
2011-04-14,"Central Park",58.55,0
2011-04-15,"Central Park",48.47,0
2011-04-16,"Central Park",48.02,1.4351999999999998
2011-04-17,"Central Park",55.49,0.3276
2011-04-18,"Central Park",54.95,0
2011-04-19,"Central Park",50,0.031200000000000002
2011-04-20,"Central Park",54.95,0
2011-04-21,"Central Park",52.97,0
2011-04-22,"Central Park",45.5,0
2011-04-23,"Central Park",51.98,0.7449
2011-04-24,"Central Park",67.00999999999999,0.49529999999999996
2011-04-25,"Central Park",65.48,0
2011-04-26,"Central Park",68.45,0
2011-04-27,"Central Park",68,0
2011-04-28,"Central Park",66.47,0.30810000000000004
2011-04-29,"Central Park",61.519999999999996,0
2011-04-30,"Central Park",58.459999999999994,0
2011-05-01,"Central Park",59.540000000000006,0
2011-05-02,"Central Park",56.48,0
2011-05-03,"Central Park",65.03,0
2011-05-04,"Central Park",55.04,0.49529999999999996
2011-05-05,"Central Park",55.49,0
2011-05-06,"Central Park",60.980000000000004,0
2011-05-07,"Central Park",63.5,0
2011-05-08,"Central Park",62.959999999999994,0
2011-05-09,"Central Park",62.51,0
2011-05-10,"Central Park",64.04,0
2011-05-11,"Central Park",61.519999999999996,0
2011-05-12,"Central Park",62.959999999999994,0
2011-05-13,"Central Park",59.45,0
2011-05-14,"Central Park",60.53,0
2011-05-15,"Central Park",63.5,0.8814000000000001
2011-05-16,"Central Park",57.56,0.1677
2011-05-17,"Central Park",56.03,0.663
2011-05-18,"Central Park",60.440000000000005,2.1606
2011-05-19,"Central Park",67.55,0
2011-05-20,"Central Park",60.53,0.23789999999999997
2011-05-21,"Central Park",66.56,0.0702
2011-05-22,"Central Park",55.94,0
2011-05-23,"Central Park",60.980000000000004,0.0975
2011-05-24,"Central Park",73.49000000000001,0
2011-05-25,"Central Park",74.48,0
2011-05-26,"Central Park",71.06,0
2011-05-27,"Central Park",73.94,0
2011-05-28,"Central Park",75.47,0
2011-05-29,"Central Park",74.48,0
2011-05-30,"Central Park",77.99000000000001,0.2886
2011-05-31,"Central Park",79.07,0
2011-06-01,"Central Park",79.52,0
2011-06-02,"Central Park",71.06,0
2011-06-03,"Central Park",66.47,0
2011-06-04,"Central Park",67.00999999999999,0
2011-06-05,"Central Park",62.959999999999994,0
2011-06-06,"Central Park",70.52,0
2011-06-07,"Central Park",76.55,0
2011-06-08,"Central Park",83.48,0
2011-06-09,"Central Park",82.04,0.0702
2011-06-10,"Central Park",78.53,0
2011-06-11,"Central Park",65.48,0.546
2011-06-12,"Central Park",65.93,0.0507
2011-06-13,"Central Park",66.56,0.0507
2011-06-14,"Central Park",64.94,0.0507
2011-06-15,"Central Park",69.44,0
2011-06-16,"Central Park",73.04,0
2011-06-17,"Central Park",69.98,1.8018
2011-06-18,"Central Park",73.49000000000001,0
2011-06-19,"Central Park",76.00999999999999,0
2011-06-20,"Central Park",73.94,0
2011-06-21,"Central Park",76.00999999999999,0
2011-06-22,"Central Park",75.56,0.2691
2011-06-23,"Central Park",68.54,0.25739999999999996
2011-06-24,"Central Park",67.46,0.031200000000000002
2011-06-25,"Central Park",72.05,0
2011-06-26,"Central Park",72.5,0
2011-06-27,"Central Park",74.03,0
2011-06-28,"Central Park",77.45,0
2011-06-29,"Central Park",75.56,0.0975
2011-06-30,"Central Park",73.49000000000001,0
2011-07-01,"Central Park",72.95,0
2011-07-02,"Central Park",77,0
2011-07-03,"Central Park",71.50999999999999,0.8307
2011-07-04,"Central Park",77.99000000000001,0
2011-07-05,"Central Park",78.53,0
2011-07-06,"Central Park",81.05,0
2011-07-07,"Central Park",82.94,0
2011-07-08,"Central Park",76.46,0.3978
2011-07-09,"Central Park",77.45,0
2011-07-10,"Central Park",77,0
2011-07-11,"Central Park",82.49000000000001,0
2011-07-12,"Central Park",85.55,0
2011-07-13,"Central Park",77.54,0.10919999999999999
2011-07-14,"Central Park",74.03,0
2011-07-15,"Central Park",76.55,0
2011-07-16,"Central Park",79.97,0
2011-07-17,"Central Park",81.5,0
2011-07-18,"Central Park",85.01,0.10919999999999999
2011-07-19,"Central Park",84.47,0
2011-07-20,"Central Park",82.04,0
2011-07-21,"Central Park",86,0
2011-07-22,"Central Park",94.01,0
2011-07-23,"Central Park",91.49,0
2011-07-24,"Central Park",84.56,0.031200000000000002
2011-07-25,"Central Park",74.03,0.31589999999999996
2011-07-26,"Central Park",79.52,0.1404
2011-07-27,"Central Park",76.00999999999999,0
2011-07-28,"Central Park",79.07,0
2011-07-29,"Central Park",77.54,1.0686
2011-07-30,"Central Park",82.49000000000001,0
2011-07-31,"Central Park",81.05,0
2011-08-01,"Central Park",82.49000000000001,0.0195
2011-08-02,"Central Park",82.04,0
2011-08-03,"Central Park",77.45,0.7527
2011-08-04,"Central Park",75.47,0
2011-08-05,"Central Park",77.99000000000001,0
2011-08-06,"Central Park",78.44,0.1872
2011-08-07,"Central Park",81.05,0.1599
2011-08-08,"Central Park",81.95,0
2011-08-09,"Central Park",77,2.0709
2011-08-10,"Central Park",77.99000000000001,0
2011-08-11,"Central Park",75.56,0
2011-08-12,"Central Park",74.03,0
2011-08-13,"Central Park",77,0
2011-08-14,"Central Park",69.44,5.7564
2011-08-15,"Central Park",72.5,0.5538
2011-08-16,"Central Park",71.50999999999999,0.0195
2011-08-17,"Central Park",76.00999999999999,0
2011-08-18,"Central Park",74.93,0.0702
2011-08-19,"Central Park",74.48,1.2285
2011-08-20,"Central Park",74.48,0
2011-08-21,"Central Park",77,0.663
2011-08-22,"Central Park",70.97,0
2011-08-23,"Central Park",69.98,0
2011-08-24,"Central Park",73.49000000000001,0
2011-08-25,"Central Park",75.02,0.48360000000000003
2011-08-26,"Central Park",77,0
2011-08-27,"Central Park",74.57,2.8548
2011-08-28,"Central Park",69.98,3.9507
2011-08-29,"Central Park",68,0
2011-08-30,"Central Park",71.50999999999999,0
2011-08-31,"Central Park",73.94,0
2011-09-01,"Central Park",74.48,0
2011-09-02,"Central Park",71.50999999999999,0
2011-09-03,"Central Park",74.48,0
2011-09-04,"Central Park",78.98,0
2011-09-05,"Central Park",76.46,0
2011-09-06,"Central Park",67.55,3.1902
2011-09-07,"Central Park",65.03,1.1973
2011-09-08,"Central Park",70.97,0.8930999999999999
2011-09-09,"Central Park",75.47,0
2011-09-10,"Central Park",74.03,0
2011-09-11,"Central Park",67.55,0.0117
2011-09-12,"Central Park",73.04,0
2011-09-13,"Central Park",74.48,0
2011-09-14,"Central Park",77.45,0
2011-09-15,"Central Park",64.49000000000001,0.0702
2011-09-16,"Central Park",58.01,0
2011-09-17,"Central Park",59,0
2011-09-18,"Central Park",60.53,0
2011-09-19,"Central Park",59.99,0
2011-09-20,"Central Park",64.49000000000001,0.058499999999999996
2011-09-21,"Central Park",68,0.058499999999999996
2011-09-22,"Central Park",74.03,0.0195
2011-09-23,"Central Park",71.06,2.5856999999999997
2011-09-24,"Central Park",72.95,0
2011-09-25,"Central Park",75.02,0
2011-09-26,"Central Park",74.03,0
2011-09-27,"Central Park",73.04,0
2011-09-28,"Central Park",70.97,0.10919999999999999
2011-09-29,"Central Park",67.00999999999999,0.3978
2011-09-30,"Central Park",66.92,0.7137
2011-10-01,"Central Park",58.459999999999994,0.3861
2011-10-02,"Central Park",57.02,0.058499999999999996
2011-10-03,"Central Park",52.97,0.0507
2011-10-04,"Central Park",55.94,0
2011-10-05,"Central Park",62.059999999999995,0
2011-10-06,"Central Park",56.93,0
2011-10-07,"Central Park",57.02,0
2011-10-08,"Central Park",65.48,0
2011-10-09,"Central Park",72.05,0
2011-10-10,"Central Park",70.97,0
2011-10-11,"Central Park",67.55,0
2011-10-12,"Central Park",60.440000000000005,0.4446
2011-10-13,"Central Park",61.97,0.3354
2011-10-14,"Central Park",63.5,1.0101
2011-10-15,"Central Park",59.45,0
2011-10-16,"Central Park",59.99,0
2011-10-17,"Central Park",60.980000000000004,0
2011-10-18,"Central Park",60.980000000000004,0.0117
2011-10-19,"Central Park",61.07,1.1076
2011-10-20,"Central Park",60.440000000000005,0.0117
2011-10-21,"Central Park",52.97,0
2011-10-22,"Central Park",53.51,0
2011-10-23,"Central Park",54.5,0
2011-10-24,"Central Park",55.49,0
2011-10-25,"Central Park",56.03,0
2011-10-26,"Central Park",56.57,0
2011-10-27,"Central Park",49.46,0.624
2011-10-28,"Central Park",42.44,0
2011-10-29,"Central Park",39.02,1.9811999999999999
2011-10-30,"Central Park",39.56,0.0117
2011-10-31,"Central Park",45.05,0
2011-11-01,"Central Park",50,0
2011-11-02,"Central Park",49.55,0
2011-11-03,"Central Park",52.52,0
2011-11-04,"Central Park",47.03,0
2011-11-05,"Central Park",42.44,0
2011-11-06,"Central Park",45.95,0
2011-11-07,"Central Park",53.51,0
2011-11-08,"Central Park",60.53,0
2011-11-09,"Central Park",58.01,0
2011-11-10,"Central Park",56.93,0.0195
2011-11-11,"Central Park",44.510000000000005,0.0195
2011-11-12,"Central Park",48.02,0
2011-11-13,"Central Park",53.96,0
2011-11-14,"Central Park",61.519999999999996,0
2011-11-15,"Central Park",61.43,0
2011-11-16,"Central Park",56.03,0.7215
2011-11-17,"Central Park",46.49,0.0702
2011-11-18,"Central Park",41,0
2011-11-19,"Central Park",44.510000000000005,0
2011-11-20,"Central Park",56.93,0
2011-11-21,"Central Park",52.52,0.11699999999999999
2011-11-22,"Central Park",46.49,1.1505
2011-11-23,"Central Park",46.04,0.4563
2011-11-24,"Central Park",45.5,0
2011-11-25,"Central Park",53.51,0
2011-11-26,"Central Park",57.47,0
2011-11-27,"Central Park",54.95,0
2011-11-28,"Central Park",62.959999999999994,0
2011-11-29,"Central Park",58.55,0.4641
2011-11-30,"Central Park",47.48,0
2011-12-01,"Central Park",43.519999999999996,0
2011-12-02,"Central Park",45.5,0
2011-12-03,"Central Park",41.989999999999995,0
2011-12-04,"Central Park",48.56,0
2011-12-05,"Central Park",52.97,0
2011-12-06,"Central Park",59,0.1989
2011-12-07,"Central Park",52.07,1.6653
2011-12-08,"Central Park",40.46,0.1599
2011-12-09,"Central Park",43.97,0
2011-12-10,"Central Park",39.02,0
2011-12-11,"Central Park",33.98,0
2011-12-12,"Central Park",38.57,0
2011-12-13,"Central Park",39.47,0
2011-12-14,"Central Park",42.980000000000004,0
2011-12-15,"Central Park",52.97,0
2011-12-16,"Central Park",50,0
2011-12-17,"Central Park",36.5,0
2011-12-18,"Central Park",26.42,0
2011-12-19,"Central Park",37.49,0
2011-12-20,"Central Park",44.510000000000005,0.0117
2011-12-21,"Central Park",52.07,0.10919999999999999
2011-12-22,"Central Park",52.97,0.058499999999999996
2011-12-23,"Central Park",41.989999999999995,0.7449
2011-12-24,"Central Park",32.45,0
2011-12-25,"Central Park",38.48,0
2011-12-26,"Central Park",41.45,0
2011-12-27,"Central Park",47.48,1.0101
2011-12-28,"Central Park",40.46,0
2011-12-29,"Central Park",31.01,0
2011-12-30,"Central Park",44.06,0
2011-12-31,"Central Park",50,0.0117
2012-01-01,"Central Park",46.49,0.0507
2012-01-02,"Central Park",41.54,0
2012-01-03,"Central Park",24.08,0
2012-01-04,"Central Park",19.939999999999998,0
2012-01-05,"Central Park",33.44,0
2012-01-06,"Central Park",44.06,0
2012-01-07,"Central Park",54.05,0
2012-01-08,"Central Park",39.56,0
2012-01-09,"Central Park",35.96,0
2012-01-10,"Central Park",40.010000000000005,0
2012-01-11,"Central Park",42.53,0.0702
2012-01-12,"Central Park",42.980000000000004,1.3689
2012-01-13,"Central Park",39.02,0.08969999999999999
2012-01-14,"Central Park",29.48,0
2012-01-15,"Central Park",21.02,0
2012-01-16,"Central Park",26.060000000000002,0.039
2012-01-17,"Central Park",44.510000000000005,0.1872
2012-01-18,"Central Park",39.02,0
2012-01-19,"Central Park",28.49,0
2012-01-20,"Central Park",30.02,0
2012-01-21,"Central Park",25.43,0.3861
2012-01-22,"Central Park",25.97,0
2012-01-23,"Central Park",43.519999999999996,0.36660000000000004
2012-01-24,"Central Park",47.57,0
2012-01-25,"Central Park",40.010000000000005,0
2012-01-26,"Central Park",36.5,0.17939999999999998
2012-01-27,"Central Park",49.46,0.4641
2012-01-28,"Central Park",41.989999999999995,0
2012-01-29,"Central Park",39.02,0
2012-01-30,"Central Park",36.95,0
2012-01-31,"Central Park",48.47,0
2012-02-01,"Central Park",55.04,0.031200000000000002
2012-02-02,"Central Park",42.53,0
2012-02-03,"Central Park",37.04,0
2012-02-04,"Central Park",40.55,0
2012-02-05,"Central Park",35.96,0
2012-02-06,"Central Park",42.08,0
2012-02-07,"Central Park",43.43,0
2012-02-08,"Central Park",34.43,0.0117
2012-02-09,"Central Park",38.48,0
2012-02-10,"Central Park",39.47,0
2012-02-11,"Central Park",34.97,0.078
2012-02-12,"Central Park",25.97,0.0117
2012-02-13,"Central Park",36.05,0
2012-02-14,"Central Park",41.45,0.0195
2012-02-15,"Central Park",42.53,0.0117
2012-02-16,"Central Park",40.010000000000005,0.1872
2012-02-17,"Central Park",45.5,0.031200000000000002
2012-02-18,"Central Park",41.54,0.0195
2012-02-19,"Central Park",39.56,0
2012-02-20,"Central Park",38.48,0
2012-02-21,"Central Park",39.02,0
2012-02-22,"Central Park",50,0
2012-02-23,"Central Park",51.98,0
2012-02-24,"Central Park",41,0.5928
2012-02-25,"Central Park",39.02,0
2012-02-26,"Central Park",36.95,0
2012-02-27,"Central Park",47.48,0
2012-02-28,"Central Park",44.96,0
2012-02-29,"Central Park",40.010000000000005,0.36660000000000004
2012-03-01,"Central Park",39.02,0.12869999999999998
2012-03-02,"Central Park",37.58,0.1599
2012-03-03,"Central Park",49.01,0.11699999999999999
2012-03-04,"Central Park",40.46,0
2012-03-05,"Central Park",36.05,0
2012-03-06,"Central Park",34.52,0
2012-03-07,"Central Park",49.55,0
2012-03-08,"Central Park",62.059999999999995,0
2012-03-09,"Central Park",50.54,0.0195
2012-03-10,"Central Park",35.96,0
2012-03-11,"Central Park",48.47,0
2012-03-12,"Central Park",59,0
2012-03-13,"Central Park",63.95,0.039
2012-03-14,"Central Park",59.99,0
2012-03-15,"Central Park",47.48,0
2012-03-16,"Central Park",47.03,0.031200000000000002
2012-03-17,"Central Park",53.51,0
2012-03-18,"Central Park",55.04,0
2012-03-19,"Central Park",64.49000000000001,0
2012-03-20,"Central Park",64.04,0
2012-03-21,"Central Park",61.97,0
2012-03-22,"Central Park",67.00999999999999,0
2012-03-23,"Central Park",66.92,0
2012-03-24,"Central Park",55.94,0.0117
2012-03-25,"Central Park",48.47,0.058499999999999996
2012-03-26,"Central Park",43.97,0
2012-03-27,"Central Park",40.55,0
2012-03-28,"Central Park",55.49,0.0195
2012-03-29,"Central Park",51.98,0
2012-03-30,"Central Park",48.47,0.10919999999999999
2012-03-31,"Central Park",40.46,0.25739999999999996
2012-04-01,"Central Park",47.03,0.507
2012-04-02,"Central Park",48.47,0.039
2012-04-03,"Central Park",51.98,0
2012-04-04,"Central Park",57.47,0
2012-04-05,"Central Park",50,0
2012-04-06,"Central Park",48.47,0
2012-04-07,"Central Park",50.45,0
2012-04-08,"Central Park",55.49,0
2012-04-09,"Central Park",56.48,0
2012-04-10,"Central Park",52.52,0
2012-04-11,"Central Park",48.02,0
2012-04-12,"Central Park",51.98,0
2012-04-13,"Central Park",53.96,0
2012-04-14,"Central Park",60.980000000000004,0
2012-04-15,"Central Park",67.46,0
2012-04-16,"Central Park",76.46,0
2012-04-17,"Central Park",69.53,0
2012-04-18,"Central Park",55.49,0.0117
2012-04-19,"Central Park",58.459999999999994,0.039
2012-04-20,"Central Park",62.51,0
2012-04-21,"Central Park",62.51,0.21839999999999998
2012-04-22,"Central Park",50,2.4258
2012-04-23,"Central Park",48.02,0.21839999999999998
2012-04-24,"Central Park",50,0
2012-04-25,"Central Park",52.52,0
2012-04-26,"Central Park",52.97,0.031200000000000002
2012-04-27,"Central Park",48.47,0.039
2012-04-28,"Central Park",49.01,0
2012-04-29,"Central Park",53.51,0
2012-04-30,"Central Park",52.52,0
2012-05-01,"Central Park",59.540000000000006,0.6123
2012-05-02,"Central Park",51.53,0.078
2012-05-03,"Central Park",53.96,0.4641
2012-05-04,"Central Park",63.5,0.0975
2012-05-05,"Central Park",59.45,0
2012-05-06,"Central Park",59,0
2012-05-07,"Central Park",58.459999999999994,0.0117
2012-05-08,"Central Park",60.53,0.039
2012-05-09,"Central Park",63.05,0.3276
2012-05-10,"Central Park",58.01,0.1872
2012-05-11,"Central Park",58.459999999999994,0
2012-05-12,"Central Park",65.57,0
2012-05-13,"Central Park",71.96,0
2012-05-14,"Central Park",66.47,0
2012-05-15,"Central Park",62.959999999999994,0.5343
2012-05-16,"Central Park",69.53,0.08969999999999999
2012-05-17,"Central Park",62.51,0
2012-05-18,"Central Park",62.959999999999994,0
2012-05-19,"Central Park",66.56,0
2012-05-20,"Central Park",67.55,0
2012-05-21,"Central Park",59.540000000000006,1.3884
2012-05-22,"Central Park",65.03,0.22619999999999998
2012-05-23,"Central Park",69.53,0.031200000000000002
2012-05-24,"Central Park",64.04,0.9399000000000001
2012-05-25,"Central Park",67.55,0
2012-05-26,"Central Park",75.47,0.0195
2012-05-27,"Central Park",72.5,0.058499999999999996
2012-05-28,"Central Park",80.06,0
2012-05-29,"Central Park",78.53,0.2067
2012-05-30,"Central Park",71.96,0.0117
2012-05-31,"Central Park",72.5,0
2012-06-01,"Central Park",68,0.24960000000000002
2012-06-02,"Central Park",68,0.3861
2012-06-03,"Central Park",66.92,0.0117
2012-06-04,"Central Park",58.459999999999994,0.17939999999999998
2012-06-05,"Central Park",57.56,0.0117
2012-06-06,"Central Park",62.959999999999994,0.0117
2012-06-07,"Central Park",68,0.0117
2012-06-08,"Central Park",70.52,0
2012-06-09,"Central Park",71.06,0
2012-06-10,"Central Park",75.02,0
2012-06-11,"Central Park",70.52,0
2012-06-12,"Central Park",68.45,1.0101
2012-06-13,"Central Park",66.56,0.31589999999999996
2012-06-14,"Central Park",69.53,0
2012-06-15,"Central Park",70.07,0
2012-06-16,"Central Park",70.07,0
2012-06-17,"Central Park",65.48,0
2012-06-18,"Central Park",64.49000000000001,0
2012-06-19,"Central Park",69.98,0
2012-06-20,"Central Park",81.95,0
2012-06-21,"Central Park",86.45,0
2012-06-22,"Central Park",79.97,0.3471
2012-06-23,"Central Park",76.55,0
2012-06-24,"Central Park",75.02,0.058499999999999996
2012-06-25,"Central Park",68,0.1482
2012-06-26,"Central Park",64.94,0
2012-06-27,"Central Park",71.50999999999999,0
2012-06-28,"Central Park",77.99000000000001,0
2012-06-29,"Central Park",80.50999999999999,0.2067
2012-06-30,"Central Park",85.01,0
2012-07-01,"Central Park",83.93,0
2012-07-02,"Central Park",79.97,0
2012-07-03,"Central Park",80.06,0
2012-07-04,"Central Park",80.96,0.058499999999999996
2012-07-05,"Central Park",86,0
2012-07-06,"Central Park",82.49000000000001,0
2012-07-07,"Central Park",84.47,0.49529999999999996
2012-07-08,"Central Park",81.95,0.08969999999999999
2012-07-09,"Central Park",79.52,0
2012-07-10,"Central Park",78.08,0
2012-07-11,"Central Park",77.99000000000001,0
2012-07-12,"Central Park",79.52,0
2012-07-13,"Central Park",81.5,0
2012-07-14,"Central Park",78.98,0
2012-07-15,"Central Park",80.06,0.25739999999999996
2012-07-16,"Central Park",80.50999999999999,0
2012-07-17,"Central Park",85.01,0
2012-07-18,"Central Park",86.53999999999999,1.7433
2012-07-19,"Central Park",71.96,0.0195
2012-07-20,"Central Park",66.47,0.5732999999999999
2012-07-21,"Central Park",69.53,0
2012-07-22,"Central Park",73.94,0
2012-07-23,"Central Park",78.53,0.1482
2012-07-24,"Central Park",82.49000000000001,0
2012-07-25,"Central Park",75.92,0
2012-07-26,"Central Park",77.99000000000001,0.5928
2012-07-27,"Central Park",79.07,0
2012-07-28,"Central Park",74.48,0.17939999999999998
2012-07-29,"Central Park",74.03,0.0117
2012-07-30,"Central Park",74.48,0
2012-07-31,"Central Park",75.02,0
2012-08-01,"Central Park",74.03,0.6357
2012-08-02,"Central Park",78.53,0
2012-08-03,"Central Park",82.04,0
2012-08-04,"Central Park",82.49000000000001,0
2012-08-05,"Central Park",82.04,0.21839999999999998
2012-08-06,"Central Park",78.98,0.0117
2012-08-07,"Central Park",75.47,0
2012-08-08,"Central Park",79.52,0
2012-08-09,"Central Park",80.50999999999999,0
2012-08-10,"Central Park",75.02,0.23789999999999997
2012-08-11,"Central Park",81.05,0
2012-08-12,"Central Park",80.06,0
2012-08-13,"Central Park",77.54,0
2012-08-14,"Central Park",75.47,0.0117
2012-08-15,"Central Park",74.48,0.5655
2012-08-16,"Central Park",75.47,0
2012-08-17,"Central Park",76.46,0.1482
2012-08-18,"Central Park",70.97,0.31589999999999996
2012-08-19,"Central Park",68,0
2012-08-20,"Central Park",71.50999999999999,0
2012-08-21,"Central Park",74.03,0
2012-08-22,"Central Park",75.02,0
2012-08-23,"Central Park",77,0
2012-08-24,"Central Park",78.08,0
2012-08-25,"Central Park",77.99000000000001,0
2012-08-26,"Central Park",76.00999999999999,0
2012-08-27,"Central Park",75.47,0.6045
2012-08-28,"Central Park",80.06,0.1404
2012-08-29,"Central Park",72.95,0
2012-08-30,"Central Park",71.50999999999999,0
2012-08-31,"Central Park",80.06,0
2012-09-01,"Central Park",82.49000000000001,0
2012-09-02,"Central Park",76.55,0
2012-09-03,"Central Park",75.02,0
2012-09-04,"Central Park",75.02,0.12869999999999998
2012-09-05,"Central Park",75.56,0.0702
2012-09-06,"Central Park",74.57,0
2012-09-07,"Central Park",79.07,0
2012-09-08,"Central Park",71.96,0.3861
2012-09-09,"Central Park",70.52,0
2012-09-10,"Central Park",64.94,0
2012-09-11,"Central Park",63.5,0
2012-09-12,"Central Park",69.53,0
2012-09-13,"Central Park",71.96,0
2012-09-14,"Central Park",72.05,0
2012-09-15,"Central Park",66.56,0.0117
2012-09-16,"Central Park",65.48,0
2012-09-17,"Central Park",67.55,0
2012-09-18,"Central Park",70.97,1.5249000000000001
2012-09-19,"Central Park",63.5,0
2012-09-20,"Central Park",61.519999999999996,0
2012-09-21,"Central Park",67.55,0
2012-09-22,"Central Park",68,0.21839999999999998
2012-09-23,"Central Park",61.519999999999996,0
2012-09-24,"Central Park",59.99,0
2012-09-25,"Central Park",62.959999999999994,0
2012-09-26,"Central Park",69.98,0.0117
2012-09-27,"Central Park",68.99000000000001,0.058499999999999996
2012-09-28,"Central Park",64.58,1.9422
2012-09-29,"Central Park",60.980000000000004,0
2012-09-30,"Central Park",61.519999999999996,0
2012-10-01,"Central Park",60.980000000000004,0
2012-10-02,"Central Park",65.57,0.37829999999999997
2012-10-03,"Central Park",68,0
2012-10-04,"Central Park",69.98,0
2012-10-05,"Central Park",69.53,0
2012-10-06,"Central Park",65.48,0
2012-10-07,"Central Park",50,0.1872
2012-10-08,"Central Park",49.55,0
2012-10-09,"Central Park",53.96,0.031200000000000002
2012-10-10,"Central Park",59.540000000000006,0.24960000000000002
2012-10-11,"Central Park",52.97,0
2012-10-12,"Central Park",49.01,0
2012-10-13,"Central Park",45.5,0
2012-10-14,"Central Park",61.519999999999996,0
2012-10-15,"Central Park",65.03,0.1989
2012-10-16,"Central Park",53.51,0
2012-10-17,"Central Park",52.52,0
2012-10-18,"Central Park",57.47,0
2012-10-19,"Central Park",63.5,0.8814000000000001
2012-10-20,"Central Park",61.519999999999996,0
2012-10-21,"Central Park",56.93,0
2012-10-22,"Central Park",57.47,0
2012-10-23,"Central Park",59.45,0.031200000000000002
2012-10-24,"Central Park",57.47,0
2012-10-25,"Central Park",58.55,0
