"date","station","temperature","precipitation"
2017-08-21,"Central Park",79.07,0
2017-08-22,"Central Park",80.50999999999999,0.2964
2017-08-23,"Central Park",75.47,0
2017-08-24,"Central Park",72.5,0
2017-08-25,"Central Park",70.52,0
2017-08-26,"Central Park",70.07,0
2017-08-27,"Central Park",70.52,0
2017-08-28,"Central Park",69.44,0
2017-08-29,"Central Park",64.49000000000001,0.2886
2017-08-30,"Central Park",69.08,0.0117
2017-08-31,"Central Park",72.5,0
2017-09-01,"Central Park",63.05,0
2017-09-02,"Central Park",60.980000000000004,0.5265
2017-09-03,"Central Park",64.04,0.7332000000000001
2017-09-04,"Central Park",70.52,0
2017-09-05,"Central Park",77,0
2017-09-06,"Central Park",66.47,0.41729999999999995
2017-09-07,"Central Park",65.03,0.0117
2017-09-08,"Central Park",64.49000000000001,0
2017-09-09,"Central Park",62.51,0
2017-09-10,"Central Park",64.49000000000001,0
2017-09-11,"Central Park",65.48,0
2017-09-12,"Central Park",68.54,0
2017-09-13,"Central Park",73.49000000000001,0.058499999999999996
2017-09-14,"Central Park",75.47,0.0195
2017-09-15,"Central Park",73.94,0
2017-09-16,"Central Park",76.00999999999999,0
2017-09-17,"Central Park",74.48,0
2017-09-18,"Central Park",70.52,0
2017-09-19,"Central Park",73.58,0.21839999999999998
2017-09-20,"Central Park",75.02,0
2017-09-21,"Central Park",75.56,0
2017-09-22,"Central Park",74.03,0
2017-09-23,"Central Park",77.54,0
2017-09-24,"Central Park",80.06,0
2017-09-25,"Central Park",78.98,0
2017-09-26,"Central Park",76.00999999999999,0
2017-09-27,"Central Park",78.08,0
2017-09-28,"Central Park",68.99000000000001,0
2017-09-29,"Central Park",61.519999999999996,0
2017-09-30,"Central Park",59.99,0
2017-10-01,"Central Park",59,0
2017-10-02,"Central Park",62.51,0
2017-10-03,"Central Park",64.04,0
2017-10-04,"Central Park",65.48,0
2017-10-05,"Central Park",73.94,0
2017-10-06,"Central Park",75.02,0
2017-10-07,"Central Park",73.49000000000001,0
2017-10-08,"Central Park",74.48,0.21839999999999998
2017-10-09,"Central Park",74.03,0.25739999999999996
2017-10-10,"Central Park",73.49000000000001,0
2017-10-11,"Central Park",68.54,0.058499999999999996
2017-10-12,"Central Park",59.540000000000006,0.0702
2017-10-13,"Central Park",59.45,0
2017-10-14,"Central Park",66.47,0.078
2017-10-15,"Central Park",69.44,0
2017-10-16,"Central Park",57.56,0.0117
2017-10-17,"Central Park",50,0
2017-10-18,"Central Park",60.980000000000004,0
2017-10-19,"Central Park",63.5,0
2017-10-20,"Central Park",65.03,0
2017-10-21,"Central Park",67.00999999999999,0
2017-10-22,"Central Park",66.47,0
2017-10-23,"Central Park",67.46,0
2017-10-24,"Central Park",70.43,0.1989
2017-10-25,"Central Park",61.97,0
2017-10-26,"Central Park",53.96,0
2017-10-27,"Central Park",54.5,0
2017-10-28,"Central Park",62.059999999999995,0
2017-10-29,"Central Park",63.5,3.003
2017-10-30,"Central Park",53.51,0.24960000000000002
2017-10-31,"Central Park",50.99,0
2017-11-01,"Central Park",50.99,0
2017-11-02,"Central Park",64.94,0
2017-11-03,"Central Park",62.51,0
2017-11-04,"Central Park",50.99,0
2017-11-05,"Central Park",56.03,0.0195
2017-11-06,"Central Park",56.03,0.0117
2017-11-07,"Central Park",44.42,0.6942
2017-11-08,"Central Park",43.97,0
2017-11-09,"Central Park",47.03,0
2017-11-10,"Central Park",38.12,0.0117
2017-11-11,"Central Park",31.1,0
2017-11-12,"Central Park",39.02,0
2017-11-13,"Central Park",42.980000000000004,0.0702
2017-11-14,"Central Park",41.54,0
2017-11-15,"Central Park",44.06,0
2017-11-16,"Central Park",50,0.1989
2017-11-17,"Central Park",41.989999999999995,0
2017-11-18,"Central Park",44.96,0.0975
2017-11-19,"Central Park",48.47,0.22619999999999998
2017-11-20,"Central Park",41.45,0
2017-11-21,"Central Park",50,0
2017-11-22,"Central Park",45.5,0.2067
2017-11-23,"Central Park",37.04,0
2017-11-24,"Central Park",42.53,0
2017-11-25,"Central Park",50,0
2017-11-26,"Central Park",45.5,0
2017-11-27,"Central Park",45.05,0
2017-11-28,"Central Park",44.96,0
2017-11-29,"Central Park",52.52,0
2017-11-30,"Central Park",45.5,0.031200000000000002
2017-12-01,"Central Park",47.03,0
2017-12-02,"Central Park",43.519999999999996,0
2017-12-03,"Central Park",45.05,0
2017-12-04,"Central Park",45.5,0
2017-12-05,"Central Park",55.49,0.7449
2017-12-06,"Central Park",49.46,0
2017-12-07,"Central Park",40.55,0
2017-12-08,"Central Park",36.5,0
2017-12-09,"Central Park",32.63,0.4563
2017-12-10,"Central Park",34.07,0
2017-12-11,"Central Park",37.04,0
2017-12-12,"Central Park",39.56,0
2017-12-13,"Central Park",25.61,0
2017-12-14,"Central Park",27.05,0.08969999999999999
2017-12-15,"Central Park",24.17,0.10919999999999999
2017-12-16,"Central Park",31.1,0
2017-12-17,"Central Park",34.97,0
2017-12-18,"Central Park",40.46,0.0195
2017-12-19,"Central Park",50,0
2017-12-20,"Central Park",42.53,0
2017-12-21,"Central Park",35.51,0
2017-12-22,"Central Park",42.53,0
2017-12-23,"Central Park",42.980000000000004,0.48360000000000003
2017-12-24,"Central Park",38.48,0.0117
2017-12-25,"Central Park",33.08,0.22619999999999998
2017-12-26,"Central Park",25.7,0
2017-12-27,"Central Park",20.75,0
2017-12-28,"Central Park",14.629999999999999,0
2017-12-29,"Central Park",16.61,0
2017-12-30,"Central Park",20.21,0.0507
2017-12-31,"Central Park",15.170000000000002,0
2018-01-01,"Central Park",13.190000000000001,0
2018-01-02,"Central Park",19.67,0
2018-01-03,"Central Park",23.18,0
2018-01-04,"Central Park",24.17,0.7527
2018-01-05,"Central Park",14.18,0
2018-01-06,"Central Park",9.68,0
2018-01-07,"Central Park",11.66,0
2018-01-08,"Central Park",24.17,0.0117
2018-01-09,"Central Park",37.13,0
2018-01-10,"Central Park",36.59,0
2018-01-11,"Central Park",47.03,0
2018-01-12,"Central Park",52.52,0.5343
2018-01-13,"Central Park",38.57,0.0507
2018-01-14,"Central Park",20.21,0
2018-01-15,"Central Park",23.18,0
2018-01-16,"Central Park",30.56,0
2018-01-17,"Central Park",29.03,0.1872
2018-01-18,"Central Park",25.07,0
2018-01-19,"Central Park",32.63,0
2018-01-20,"Central Park",44.96,0
2018-01-21,"Central Park",46.04,0
2018-01-22,"Central Park",43.43,0.0117
2018-01-23,"Central Park",49.01,0.2964
2018-01-24,"Central Park",35.6,0
2018-01-25,"Central Park",28.580000000000002,0
2018-01-26,"Central Park",32.09,0
2018-01-27,"Central Park",45.5,0
2018-01-28,"Central Park",50.54,0.2067
2018-01-29,"Central Park",41,0
2018-01-30,"Central Park",30.11,0.10919999999999999
2018-01-31,"Central Park",25.61,0
2018-02-01,"Central Park",38.48,0.0507
2018-02-02,"Central Park",29.12,0.17939999999999998
2018-02-03,"Central Park",23.63,0
2018-02-04,"Central Park",38.12,0.9515999999999999
2018-02-05,"Central Park",33.08,0
2018-02-06,"Central Park",31.64,0
2018-02-07,"Central Park",37.58,0.8424
2018-02-08,"Central Park",29.12,0
2018-02-09,"Central Park",32.63,0
2018-02-10,"Central Park",44.510000000000005,0.5732999999999999
2018-02-11,"Central Park",53.51,1.1973
2018-02-12,"Central Park",47.03,0
2018-02-13,"Central Park",32.09,0
2018-02-14,"Central Park",44.06,0.078
2018-02-15,"Central Park",54.05,0.1599
2018-02-16,"Central Park",46.94,0.08969999999999999
2018-02-17,"Central Park",34.07,0.5147999999999999
2018-02-18,"Central Park",38.57,0.0117
2018-02-19,"Central Park",42.44,0.039
2018-02-20,"Central Park",56.93,0
2018-02-21,"Central Park",66.56,0.058499999999999996
2018-02-22,"Central Park",48.02,0.1677
2018-02-23,"Central Park",39.02,0.058499999999999996
2018-02-24,"Central Park",48.56,0.078
2018-02-25,"Central Park",41.989999999999995,0.7215
2018-02-26,"Central Park",47.48,0
2018-02-27,"Central Park",47.48,0
2018-02-28,"Central Park",51.53,0
2018-03-01,"Central Park",52.07,0.37829999999999997
2018-03-02,"Central Park",39.02,1.8408000000000002
2018-03-03,"Central Park",42.44,0
2018-03-04,"Central Park",39.02,0
2018-03-05,"Central Park",38.03,0
2018-03-06,"Central Park",39.47,0
2018-03-07,"Central Park",36.05,1.3961999999999999
2018-03-08,"Central Park",36.05,0
2018-03-09,"Central Park",36.14,0
2018-03-10,"Central Park",35.51,0
2018-03-11,"Central Park",38.48,0
2018-03-12,"Central Park",37.49,0.078
2018-03-13,"Central Park",36.5,0.2769
2018-03-14,"Central Park",36.05,0.0117
2018-03-15,"Central Park",40.010000000000005,0
2018-03-16,"Central Park",35.06,0
2018-03-17,"Central Park",37.58,0
2018-03-18,"Central Park",35.6,0
2018-03-19,"Central Park",40.010000000000005,0
2018-03-20,"Central Park",34.61,0
2018-03-21,"Central Park",35.06,0.9789000000000001
2018-03-22,"Central Park",41,0.058499999999999996
2018-03-23,"Central Park",41.989999999999995,0
2018-03-24,"Central Park",43.07,0
2018-03-25,"Central Park",39.02,0
2018-03-26,"Central Park",41.989999999999995,0
2018-03-27,"Central Park",40.46,0.0117
2018-03-28,"Central Park",44.96,0.031200000000000002
2018-03-29,"Central Park",50.99,0.031200000000000002
2018-03-30,"Central Park",53.06,0.031200000000000002
2018-03-31,"Central Park",48.47,0
2018-04-01,"Central Park",51.53,0
2018-04-02,"Central Park",38.03,0.585
2018-04-03,"Central Park",41,0.25739999999999996
2018-04-04,"Central Park",47.93,0.039
2018-04-05,"Central Park",39.47,0
2018-04-06,"Central Park",49.55,0.10919999999999999
2018-04-07,"Central Park",42.980000000000004,0
2018-04-08,"Central Park",39.02,0
2018-04-09,"Central Park",40.46,0
2018-04-10,"Central Park",44.510000000000005,0.0117
2018-04-11,"Central Park",44.06,0
2018-04-12,"Central Park",54.5,0
2018-04-13,"Central Park",71.06,0
2018-04-14,"Central Park",60.53,0
2018-04-15,"Central Park",41,0.4641
2018-04-16,"Central Park",49.55,2.7923999999999998
2018-04-17,"Central Park",42.980000000000004,0
2018-04-18,"Central Park",46.04,0
2018-04-19,"Central Park",43.43,0.1482
2018-04-20,"Central Park",43.519999999999996,0
2018-04-21,"Central Park",50.99,0
2018-04-22,"Central Park",55.49,0
2018-04-23,"Central Park",57.02,0
2018-04-24,"Central Park",56.03,0.0507
2018-04-25,"Central Park",56.03,0.9399000000000001
2018-04-26,"Central Park",62.51,0.0975
2018-04-27,"Central Park",55.04,0.0507
2018-04-28,"Central Park",59,0.0975
2018-04-29,"Central Park",52.97,0.078
2018-04-30,"Central Park",47.57,0
2018-05-01,"Central Park",64.04,0
2018-05-02,"Central Park",77.45,0
2018-05-03,"Central Park",80.96,0.0195
2018-05-04,"Central Park",77.99000000000001,0
2018-05-05,"Central Park",68.45,0
2018-05-06,"Central Park",60.980000000000004,0
2018-05-07,"Central Park",65.48,0
2018-05-08,"Central Park",63.5,0
2018-05-09,"Central Park",65.48,0
2018-05-10,"Central Park",59.99,0.24960000000000002
2018-05-11,"Central Park",66.56,0
2018-05-12,"Central Park",57.02,0.21839999999999998
2018-05-13,"Central Park",52.97,0.0975
2018-05-14,"Central Park",61.519999999999996,0.031200000000000002
2018-05-15,"Central Park",74.48,0.5732999999999999
2018-05-16,"Central Park",59.99,0.3354
2018-05-17,"Central Park",63.5,0.21839999999999998
2018-05-18,"Central Park",61.43,0
2018-05-19,"Central Park",52.43,0.6435
2018-05-20,"Central Park",68.45,0
2018-05-21,"Central Park",68.45,0
2018-05-22,"Central Park",61.519999999999996,0.2886
2018-05-23,"Central Park",69.98,0.2886
2018-05-24,"Central Park",72.95,0
2018-05-25,"Central Park",75.47,0
2018-05-26,"Central Park",80.50999999999999,0
2018-05-27,"Central Park",68,0.43679999999999997
2018-05-28,"Central Park",62.51,0
2018-05-29,"Central Park",76.00999999999999,0
2018-05-30,"Central Park",69.53,0
2018-05-31,"Central Park",65.48,0.0975
2018-06-01,"Central Park",72.95,0.2691
2018-06-02,"Central Park",76.55,0.078
2018-06-03,"Central Park",58.55,0.24960000000000002
2018-06-04,"Central Park",61.07,0.1599
2018-06-05,"Central Park",66.47,0
2018-06-06,"Central Park",64.49000000000001,0
2018-06-07,"Central Park",65.57,0
2018-06-08,"Central Park",71.06,0
2018-06-09,"Central Park",74.93,0
2018-06-10,"Central Park",65.48,0.0117
2018-06-11,"Central Park",65.48,0
2018-06-12,"Central Park",66.02,0
2018-06-13,"Central Park",70.52,0.039
2018-06-14,"Central Park",75.47,0
2018-06-15,"Central Park",69.44,0
2018-06-16,"Central Park",74.48,0
2018-06-17,"Central Park",78.53,0
2018-06-18,"Central Park",82.04,0.078
2018-06-19,"Central Park",81.5,0.0702
2018-06-20,"Central Park",76.00999999999999,0.08969999999999999
2018-06-21,"Central Park",73.94,0.585
2018-06-22,"Central Park",68.54,0.0975
2018-06-23,"Central Park",64.04,0
2018-06-24,"Central Park",75.02,0
2018-06-25,"Central Park",73.94,0
2018-06-26,"Central Park",69.53,0
2018-06-27,"Central Park",69.53,0.0117
2018-06-28,"Central Park",76.46,1.3455
2018-06-29,"Central Park",79.52,0
2018-06-30,"Central Park",82.49000000000001,0
2018-07-01,"Central Park",87.53,0
2018-07-02,"Central Park",86.99,0
2018-07-03,"Central Park",84.47,0.0117
2018-07-04,"Central Park",81.5,0
2018-07-05,"Central Park",82.94,0
2018-07-06,"Central Park",74.57,0.22619999999999998
2018-07-07,"Central Park",70.07,0
2018-07-08,"Central Park",73.04,0
2018-07-09,"Central Park",77,0
2018-07-10,"Central Park",82.49000000000001,0
2018-07-11,"Central Park",80.96,0
2018-07-12,"Central Park",74.03,0.702
2018-07-13,"Central Park",76.00999999999999,0
2018-07-14,"Central Park",78.98,0.3549
2018-07-15,"Central Park",76.00999999999999,0.6357
2018-07-16,"Central Park",82.49000000000001,0
2018-07-17,"Central Park",78.98,2.2191
2018-07-18,"Central Park",75.47,0
2018-07-19,"Central Park",74.48,0
2018-07-20,"Central Park",75.56,0
2018-07-21,"Central Park",71.96,0.624
2018-07-22,"Central Park",74.48,1.0491
2018-07-23,"Central Park",76.55,0.1677
2018-07-24,"Central Park",78.53,0.0195
2018-07-25,"Central Park",74.48,0.7215
2018-07-26,"Central Park",78.44,0.031200000000000002
2018-07-27,"Central Park",77,0.24960000000000002
2018-07-28,"Central Park",77.45,0
2018-07-29,"Central Park",76.00999999999999,0
2018-07-30,"Central Park",73.04,0.36660000000000004
2018-07-31,"Central Park",75.02,0
2018-08-01,"Central Park",78.98,0.0975
2018-08-02,"Central Park",80.96,0.507
2018-08-03,"Central Park",78.98,0.23789999999999997
2018-08-04,"Central Park",77.99000000000001,0.7332000000000001
2018-08-05,"Central Park",82.04,0
2018-08-06,"Central Park",84.47,0
2018-08-07,"Central Park",81.95,0.0507
2018-08-08,"Central Park",82.94,0
2018-08-09,"Central Park",79.52,0.6045
2018-08-10,"Central Park",78.98,0
2018-08-11,"Central Park",75.02,2.8743000000000003
2018-08-12,"Central Park",77.99000000000001,0
2018-08-13,"Central Park",73.04,0.6552
2018-08-14,"Central Park",76.55,0.7839
2018-08-15,"Central Park",77.99000000000001,0
2018-08-16,"Central Park",81.95,0
2018-08-17,"Central Park",79.52,1.0295999999999998
2018-08-18,"Central Park",77.99000000000001,0.0702
2018-08-19,"Central Park",69.44,0.0195
2018-08-20,"Central Park",70.43,0
2018-08-21,"Central Park",72.5,0.10919999999999999
2018-08-22,"Central Park",76.55,0.7137
2018-08-23,"Central Park",70.97,0
2018-08-24,"Central Park",73.49000000000001,0
2018-08-25,"Central Park",74.03,0
2018-08-26,"Central Park",76.00999999999999,0
2018-08-27,"Central Park",80.96,0
2018-08-28,"Central Park",86.45,0
2018-08-29,"Central Park",86.45,0
2018-08-30,"Central Park",84.02,0
2018-08-31,"Central Park",73.58,0.031200000000000002
2018-09-01,"Central Park",73.58,0
2018-09-02,"Central Park",74.48,0
2018-09-03,"Central Park",82.49000000000001,0
2018-09-04,"Central Park",84.47,0
2018-09-05,"Central Park",83.03,0
2018-09-06,"Central Park",83.03,0.3549
2018-09-07,"Central Park",72.05,0
2018-09-08,"Central Park",66.02,0.0195
2018-09-09,"Central Park",58.55,0.4446
2018-09-10,"Central Park",59,0.9204000000000001
2018-09-11,"Central Park",68,0.0195
2018-09-12,"Central Park",74.03,0.1482
2018-09-13,"Central Park",72.5,0.12869999999999998
2018-09-14,"Central Park",71.50999999999999,0
2018-09-15,"Central Park",73.49000000000001,0
2018-09-16,"Central Park",75.47,0
2018-09-17,"Central Park",73.49000000000001,0.0117
2018-09-18,"Central Park",74.48,1.1778
2018-09-19,"Central Park",74.48,0
2018-09-20,"Central Park",68.45,0
2018-09-21,"Central Park",69.44,0
2018-09-22,"Central Park",68,0
2018-09-23,"Central Park",63.05,0
2018-09-24,"Central Park",63.05,0
2018-09-25,"Central Park",66.02,1.9305
2018-09-26,"Central Park",75.56,0.2067
2018-09-27,"Central Park",66.47,0
2018-09-28,"Central Park",60.440000000000005,0.7644000000000001
2018-09-29,"Central Park",64.94,0
2018-09-30,"Central Park",61.97,0
2018-10-01,"Central Park",69.44,0
2018-10-02,"Central Park",70.97,0.6825
2018-10-03,"Central Park",68.45,0
2018-10-04,"Central Park",68.45,0.039
2018-10-05,"Central Park",65.57,0
2018-10-06,"Central Park",65.48,0
2018-10-07,"Central Park",72.95,0
2018-10-08,"Central Park",68.99000000000001,0
2018-10-09,"Central Park",71.50999999999999,0
2018-10-10,"Central Park",75.56,0
2018-10-11,"Central Park",73.04,0.8307
2018-10-12,"Central Park",59.540000000000006,0.42510000000000003
2018-10-13,"Central Park",50.54,0.0975
2018-10-14,"Central Park",52.43,0
2018-10-15,"Central Park",59.99,0.0507
2018-10-16,"Central Park",53.51,0.0117
2018-10-17,"Central Park",53.51,0
2018-10-18,"Central Park",46.04,0
2018-10-19,"Central Park",51.53,0
2018-10-20,"Central Park",56.57,0.058499999999999996
2018-10-21,"Central Park",45.05,0
2018-10-22,"Central Park",44.510000000000005,0
2018-10-23,"Central Park",55.94,0
2018-10-24,"Central Park",49.01,0
2018-10-25,"Central Park",45.5,0
2018-10-26,"Central Park",43.97,0
2018-10-27,"Central Park",47.57,1.2596999999999998
2018-10-28,"Central Park",48.47,0.0702
2018-10-29,"Central Park",51.44,0.031200000000000002
2018-10-30,"Central Park",48.56,0
2018-10-31,"Central Park",54.05,0
2018-11-01,"Central Park",63.5,0
2018-11-02,"Central Park",68,0.21839999999999998
2018-11-03,"Central Park",56.48,0.36660000000000004
2018-11-04,"Central Park",49.01,0
2018-11-05,"Central Park",50.54,0.2964
2018-11-06,"Central Park",53.96,0.6747000000000001
2018-11-07,"Central Park",56.57,0
2018-11-08,"Central Park",50.45,0
2018-11-09,"Central Park",45.95,0.7644000000000001
2018-11-10,"Central Park",41.989999999999995,0.031200000000000002
2018-11-11,"Central Park",39.56,0
2018-11-12,"Central Park",42.980000000000004,0.039
2018-11-13,"Central Park",46.49,1.0491
2018-11-14,"Central Park",37.49,0
2018-11-15,"Central Park",34.07,1.1505
2018-11-16,"Central Park",39.47,0.30810000000000004
2018-11-17,"Central Park",41.989999999999995,0
2018-11-18,"Central Park",41.54,0
2018-11-19,"Central Park",45.5,0
2018-11-20,"Central Park",42.980000000000004,0
2018-11-21,"Central Park",35.6,0
2018-11-22,"Central Park",22.73,0
2018-11-23,"Central Park",23.63,0
2018-11-24,"Central Park",40.010000000000005,0.9594
2018-11-25,"Central Park",50,0.8034
2018-11-26,"Central Park",49.01,0.8424
2018-11-27,"Central Park",41,0.031200000000000002
2018-11-28,"Central Park",39.02,0
2018-11-29,"Central Park",41.989999999999995,0
2018-11-30,"Central Park",40.46,0.0195
2018-12-01,"Central Park",41,0.0507
2018-12-02,"Central Park",49.01,0.585
2018-12-03,"Central Park",50.54,0
2018-12-04,"Central Park",38.57,0
2018-12-05,"Central Park",32.63,0
2018-12-06,"Central Park",35.06,0
2018-12-07,"Central Park",33.62,0
2018-12-08,"Central Park",30.11,0
2018-12-09,"Central Park",32.09,0
2018-12-10,"Central Park",34.07,0
2018-12-11,"Central Park",35.06,0
2018-12-12,"Central Park",37.04,0
2018-12-13,"Central Park",36.5,0.031200000000000002
2018-12-14,"Central Park",45.5,0.0975
2018-12-15,"Central Park",49.01,0.1404
2018-12-16,"Central Park",40.55,1.4157
2018-12-17,"Central Park",41.54,0.031200000000000002
2018-12-18,"Central Park",34.07,0
2018-12-19,"Central Park",34.16,0
2018-12-20,"Central Park",41.989999999999995,0.21839999999999998
2018-12-21,"Central Park",53.96,1.5951
2018-12-22,"Central Park",46.94,0.0195
2018-12-23,"Central Park",39.47,0
2018-12-24,"Central Park",39.47,0.11699999999999999
2018-12-25,"Central Park",36.5,0
2018-12-26,"Central Park",37.49,0
2018-12-27,"Central Park",40.55,0
2018-12-28,"Central Park",51.53,1.1388
2018-12-29,"Central Park",48.02,0
2018-12-30,"Central Park",36.5,0
2018-12-31,"Central Park",41.989999999999995,1.0101
2019-01-01,"Central Park",48.47,0.058499999999999996
2019-01-02,"Central Park",37.49,0
2019-01-03,"Central Park",40.55,0
2019-01-04,"Central Park",41,0
2019-01-05,"Central Park",43.97,0.49529999999999996
2019-01-06,"Central Park",40.010000000000005,0
2019-01-07,"Central Park",29.57,0
2019-01-08,"Central Park",39.47,0.1677
2019-01-09,"Central Park",39.47,0.058499999999999996
2019-01-10,"Central Park",31.1,0
2019-01-11,"Central Park",25.7,0
2019-01-12,"Central Park",27.05,0
2019-01-13,"Central Park",29.12,0
2019-01-14,"Central Park",27.05,0
2019-01-15,"Central Park",30.56,0
2019-01-16,"Central Park",34.61,0
2019-01-17,"Central Park",28.669999999999998,0
2019-01-18,"Central Park",34.07,0.0507
2019-01-19,"Central Park",34.52,0.2886
2019-01-20,"Central Park",28.13,0.8735999999999999
2019-01-21,"Central Park",9.14,0
2019-01-22,"Central Park",22.1,0
2019-01-23,"Central Park",41.54,0
2019-01-24,"Central Park",47.03,1.3181999999999998
2019-01-25,"Central Park",34.07,0
2019-01-26,"Central Park",29.66,0
2019-01-27,"Central Park",40.46,0
2019-01-28,"Central Park",31.55,0
2019-01-29,"Central Park",34.07,0.22619999999999998
2019-01-30,"Central Park",20.66,0.0117
2019-01-31,"Central Park",9.14,0
2019-02-01,"Central Park",16.16,0
2019-02-02,"Central Park",25.07,0
2019-02-03,"Central Park",43.07,0
2019-02-04,"Central Park",50.99,0
2019-02-05,"Central Park",54.5,0
2019-02-06,"Central Park",40.55,0.4446
2019-02-07,"Central Park",41.54,0.0702
2019-02-08,"Central Park",43.519999999999996,0.36660000000000004
2019-02-09,"Central Park",27.59,0
2019-02-10,"Central Park",29.12,0
2019-02-11,"Central Park",34.07,0
2019-02-12,"Central Park",31.1,0.7449
2019-02-13,"Central Park",37.04,0.078
2019-02-14,"Central Park",39.56,0
2019-02-15,"Central Park",50.54,0
2019-02-16,"Central Park",39.47,0
2019-02-17,"Central Park",32.09,0.039
2019-02-18,"Central Park",34.16,0.08969999999999999
2019-02-19,"Central Park",29.57,0
2019-02-20,"Central Park",29.66,0.5655
2019-02-21,"Central Park",42.53,0.0975
2019-02-22,"Central Park",40.010000000000005,0
2019-02-23,"Central Park",37.04,0.0117
2019-02-24,"Central Park",41.45,0.5732999999999999
2019-02-25,"Central Park",35.6,0
2019-02-26,"Central Park",30.56,0
2019-02-27,"Central Park",27.14,0
2019-02-28,"Central Park",32.09,0.031200000000000002
2019-03-01,"Central Park",30.65,0.10919999999999999
2019-03-02,"Central Park",36.05,0.5265
2019-03-03,"Central Park",37.58,0.5147999999999999
2019-03-04,"Central Park",33.08,0.2886
2019-03-05,"Central Park",26.060000000000002,0
2019-03-06,"Central Park",22.73,0
2019-03-07,"Central Park",25.07,0
2019-03-08,"Central Park",31.64,0
2019-03-09,"Central Park",41.45,0
2019-03-10,"Central Park",39.02,0.5343
2019-03-11,"Central Park",46.04,0
2019-03-12,"Central Park",39.02,0
2019-03-13,"Central Park",40.46,0
2019-03-14,"Central Park",49.55,0
2019-03-15,"Central Park",61.97,0.3861
2019-03-16,"Central Park",47.48,0
2019-03-17,"Central Park",39.47,0
2019-03-18,"Central Park",39.02,0
2019-03-19,"Central Park",43.07,0
2019-03-20,"Central Park",45.05,0
2019-03-21,"Central Park",43.519999999999996,0.7449
2019-03-22,"Central Park",43.43,0.6747000000000001
2019-03-23,"Central Park",41.54,0
2019-03-24,"Central Park",49.01,0
2019-03-25,"Central Park",49.01,0
2019-03-26,"Central Park",41,0
2019-03-27,"Central Park",40.46,0
2019-03-28,"Central Park",45.05,0
2019-03-29,"Central Park",53.96,0
2019-03-30,"Central Park",60.980000000000004,0
2019-03-31,"Central Park",51.98,0.058499999999999996
2019-04-01,"Central Park",39.56,0
2019-04-02,"Central Park",45.5,0
2019-04-03,"Central Park",53.96,0
2019-04-04,"Central Park",52.07,0
2019-04-05,"Central Park",41.45,0.1989
2019-04-06,"Central Park",53.51,0
2019-04-07,"Central Park",58.55,0
2019-04-08,"Central Park",63.95,0.25739999999999996
2019-04-09,"Central Park",48.56,0.031200000000000002
2019-04-10,"Central Park",52.52,0
2019-04-11,"Central Park",47.48,0
2019-04-12,"Central Park",57.02,0.624
2019-04-13,"Central Park",68,0.23789999999999997
2019-04-14,"Central Park",66.56,0.0117
2019-04-15,"Central Park",55.49,0.9515999999999999
2019-04-16,"Central Park",55.04,0
2019-04-17,"Central Park",55.49,0.0117
2019-04-18,"Central Park",56.57,0
2019-04-19,"Central Park",68.99000000000001,0.0117
2019-04-20,"Central Park",59.540000000000006,0.6942
2019-04-21,"Central Park",59.540000000000006,0
2019-04-22,"Central Park",58.01,0.23789999999999997
2019-04-23,"Central Park",66.47,0.078
2019-04-24,"Central Park",62.059999999999995,0
2019-04-25,"Central Park",57.02,0.0195
2019-04-26,"Central Park",55.04,1.0218
2019-04-27,"Central Park",52.43,0.0702
2019-04-28,"Central Park",49.01,0.0117
2019-04-29,"Central Park",50.54,0.0117
2019-04-30,"Central Park",54.05,0.039
2019-05-01,"Central Park",52.97,0
2019-05-02,"Central Park",64.04,0.0117
2019-05-03,"Central Park",52.97,0.058499999999999996
2019-05-04,"Central Park",62.059999999999995,0.10919999999999999
2019-05-05,"Central Park",54.5,1.2987
2019-05-06,"Central Park",62.51,0
2019-05-07,"Central Park",60.980000000000004,0.10919999999999999
2019-05-08,"Central Park",63.05,0
2019-05-09,"Central Park",57.02,0
2019-05-10,"Central Park",64.49000000000001,0.039
2019-05-11,"Central Park",62.51,0.039
2019-05-12,"Central Park",50.99,1.3065
2019-05-13,"Central Park",45.05,0.6942
2019-05-14,"Central Park",48.02,0.2964
2019-05-15,"Central Park",56.57,0.0117
2019-05-16,"Central Park",62.51,0.11699999999999999
2019-05-17,"Central Park",68,0.031200000000000002
2019-05-18,"Central Park",65.48,0
2019-05-19,"Central Park",68,0.058499999999999996
2019-05-20,"Central Park",75.47,0
2019-05-21,"Central Park",63.5,0
2019-05-22,"Central Park",63.95,0
2019-05-23,"Central Park",63.5,0.47579999999999995
2019-05-24,"Central Park",67.00999999999999,0
2019-05-25,"Central Park",63.05,0
2019-05-26,"Central Park",72.5,0.1989
2019-05-27,"Central Park",72.05,0
2019-05-28,"Central Park",66.56,0.1677
2019-05-29,"Central Park",62.959999999999994,0.7917000000000001
2019-05-30,"Central Park",63.5,0.9399000000000001
2019-05-31,"Central Park",71.50999999999999,0
2019-06-01,"Central Park",71.50999999999999,0
2019-06-02,"Central Park",70.97,0.8502000000000001
2019-06-03,"Central Park",63.95,0
2019-06-04,"Central Park",61.97,0
2019-06-05,"Central Park",72.5,0
2019-06-06,"Central Park",75.47,0.039
2019-06-07,"Central Park",73.49000000000001,0
2019-06-08,"Central Park",71.96,0
2019-06-09,"Central Park",69.08,0
