site,date,year,month,sample_time,bacteria,precip_wk,precip_t0,precip_t1,precip_t2,precip_t3,precip_t4,precip_t5,precip_t6,notes,quality,closest_tide_Id,tide_station_id,tide_time,tide_level,good_tide_station,hours_since_last,current,weather_station,temperature_noaa,precip_noaa
"Hudson River, West 172nd Street",2013-07-25,2013,7,2013-07-25T11:30:00Z,10,0.37,0,0,0.31,0.06,0,0,0,,Good,8518902,8518902,2013-07-25T09:43:00Z,-0.538,TRUE,1.7833333333333334,4.205384688093181,Central Park,66.02,0.0117
"Hudson River, West 72nd Street Kayak Launch",2013-07-25,2013,7,2013-07-25T13:40:00Z,20,0.37,0,0,0.31,0.06,0,0,0,,Good,8530645,8530645,2013-07-25T09:14:00Z,-0.773,TRUE,4.433333333333334,4.560408308016437,Central Park,66.02,0.0117
"Hudson River, Pier 26",2013-07-25,2013,7,2013-07-25T11:36:00Z,20,0.37,0,0,0.31,0.06,0,0,0,,Good,8518750,8518750,2013-07-25T08:59:00Z,-0.806,TRUE,2.6166666666666667,6.150291367239161,Central Park,66.02,0.0117
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2013-07-25,2013,7,2013-07-25T12:21:00Z,30,0.37,0,0,0.31,0.06,0,0,0,,Good,8530505,8530505,2013-07-25T09:27:00Z,-0.749,TRUE,2.9,5.8444156703164944,Central Park,66.02,0.0117
"Buttermilk Channel, Valentino Pier",2013-07-25,2013,7,2013-07-25T12:05:00Z,31,0.37,0,0,0.31,0.06,0,0,0,,Good,8517921,8517921,2013-07-25T08:47:00Z,-0.765,TRUE,3.3,6.361508293229574,Central Park,66.02,0.0117
"Hudson River, Pier 40",2013-07-25,2013,7,2013-07-25T16:12:00Z,41,0.37,0,0,0.31,0.06,0,0,0,,Fair,8518750,8518750,2013-07-25T15:06:00Z,5.506,TRUE,1.1,-2.991504535075193,Central Park,66.02,0.0117
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2013-07-25,2013,7,2013-07-25T13:06:00Z,41,0.37,0,0,0.31,0.06,0,0,0,,Fair,8517673,8517673,2013-07-25T09:55:00Z,-0.725,TRUE,3.183333333333333,5.61956421094694,Central Park,66.02,0.0117
"East River, Pier 42/Jackson Street",2013-07-25,2013,7,2013-07-25T12:45:00Z,52,0.37,0,0,0.31,0.06,0,0,0,,Fair,8517732,8517732,2013-07-25T09:21:00Z,-0.846,TRUE,3.4,5.971836558237114,Central Park,66.02,0.0117
"Hudson River, Pier 66",2013-07-25,2013,7,2013-07-25T13:36:00Z,63,0.37,0,0,0.31,0.06,0,0,0,,Fair,8530645,8530645,2013-07-25T09:14:00Z,-0.773,TRUE,4.366666666666666,4.695022406642901,Central Park,66.02,0.0117
"East River, Anable Basin",2013-07-25,2013,7,2013-07-25T12:15:00Z,75,0.37,0,0,0.31,0.06,0,0,0,,Fair,8517673,8517673,2013-07-25T09:55:00Z,-0.725,TRUE,2.3333333333333335,5.060961445359719,Central Park,66.02,0.0117
"East River, Dumbo Cove",2013-07-25,2013,7,2013-07-25T12:38:00Z,85,0.37,0,0,0.31,0.06,0,0,0,,Fair,8517847,8517847,2013-07-25T08:59:00Z,-0.681,TRUE,3.65,5.902997886733098,Central Park,66.02,0.0117
"Hudson River, Pier 84",2013-07-25,2013,7,2013-07-25T10:35:00Z,85,0.37,0,0,0.31,0.06,0,0,0,,Fair,8530645,8530645,2013-07-25T09:14:00Z,-0.773,TRUE,1.35,3.890209507500339,Central Park,66.02,0.0117
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2013-07-25,2013,7,2013-07-25T11:08:00Z,95,0.37,0,0,0.31,0.06,0,0,0,,Fair,8518902,8518902,2013-07-25T09:43:00Z,-0.538,TRUE,1.4166666666666667,3.5221759633573853,Central Park,66.02,0.0117
"Hudson River, Yonkers Paddling and Rowing Club",2013-07-25,2013,7,2013-07-25T13:32:00Z,107,0.37,0,0,0.31,0.06,0,0,0,,Unacceptable,8530095,8530095,2013-07-25T10:01:00Z,-0.725,TRUE,3.5166666666666666,5.166496647388446,Central Park,66.02,0.0117
"Gowanus Canal, Denton's Pond Outfall",2013-07-25,2013,7,2013-07-25T11:25:00Z,121,0.37,0,0,0.31,0.06,0,0,0,,Unacceptable,8517921,8517921,2013-07-25T08:47:00Z,-0.765,TRUE,2.6333333333333333,6.313016058206786,Central Park,66.02,0.0117
"Hudson River, Inwood Canoe Club",2013-07-25,2013,7,2013-07-25T15:20:00Z,134,0.37,0,0,0.31,0.06,0,0,0,,Unacceptable,8518902,8518902,2013-07-25T09:43:00Z,-0.538,TRUE,5.616666666666666,1.5171324758549563,Central Park,66.02,0.0117
"Flushing Bay, World's Fair Marina Pier 1 East",2013-07-25,2013,7,2013-07-25T13:45:00Z,299,0.37,0,0,0.31,0.06,0,0,0,,Unacceptable,8517251,8517251,2013-07-25T08:59:00Z,-0.806,FALSE,4.766666666666667,4.034234659807195,Central Park,66.02,0.0117
"Hudson River, West 154th Street",2013-07-25,2013,7,2013-07-25T11:45:00Z,309,0.37,0,0,0.31,0.06,0,0,0,,Unacceptable,8530505,8530505,2013-07-25T09:27:00Z,-0.749,TRUE,2.3,5.4087580136577635,Central Park,66.02,0.0117
"Gowanus Canal, 2nd Avenue Salt Lot",2013-07-25,2013,7,2013-07-25T11:30:00Z,402,0.37,0,0,0.31,0.06,0,0,0,,Unacceptable,8517921,8517921,2013-07-25T08:47:00Z,-0.765,TRUE,2.716666666666667,6.361508293229574,Central Park,66.02,0.0117
"Hudson River, JFK Marina",2013-07-25,2013,7,2013-07-25T14:42:00Z,820,0.37,0,0,0.31,0.06,0,0,0,,Unacceptable,8530095,8530095,2013-07-25T10:01:00Z,-0.725,TRUE,4.683333333333334,3.6312263983503,Central Park,66.02,0.0117
"East River, Hallets Cove",2013-07-25,2013,7,2013-07-25T12:05:00Z,1553,0.37,0,0,0.31,0.06,0,0,0,1565 ,Unacceptable,8518668,8518668,2013-07-25T10:42:00Z,-0.286,TRUE,1.3833333333333333,3.7688970743045314,Central Park,66.02,0.0117
"Saw Mill River, daylighted section",2013-07-25,2013,7,2013-07-25T14:00:00Z,2300,0.37,0,0,0.31,0.06,0,0,0,,Unacceptable,8530095,8530095,2013-07-25T10:01:00Z,-0.725,TRUE,3.9833333333333334,4.748112338347121,Central Park,66.02,0.0117
"Hudson River, Pier 40",2013-08-01,2013,8,2013-08-01T16:08:00Z,10,0.9,0.65,0,0,0.01,0.24,0,0,,Good,8518750,8518750,2013-08-01T14:59:00Z,0.979,TRUE,1.15,2.1124332867269127,Central Park,70.97,0.6435
"Hudson River, JFK Marina",2013-08-01,2013,8,2013-08-01T14:30:00Z,10,0.9,0.65,0,0,0.01,0.24,0,0,,Good,8530095,8530095,2013-08-01T09:51:00Z,3.38,TRUE,4.65,-1.7444115351362066,Central Park,70.97,0.6435
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2013-08-01,2013,8,2013-08-01T14:23:00Z,10,0.9,0.65,0,0,0.01,0.24,0,0,,Good,8518902,8518902,2013-08-01T09:38:00Z,3.521,TRUE,4.75,-1.7604522262574083,Central Park,70.97,0.6435
"Flushing Bay, World's Fair Marina Pier 1 East",2013-08-01,2013,8,2013-08-01T14:01:00Z,10,0.9,0.65,0,0,0.01,0.24,0,0,20 ,Good,8517251,8517251,2013-08-01T08:46:00Z,4.072,FALSE,5.25,-1.4515643741399955,Central Park,70.97,0.6435
"Hudson River, Pier 26",2013-08-01,2013,8,2013-08-01T12:59:00Z,20,0.9,0.65,0,0,0.01,0.24,0,0,,Good,8518750,8518750,2013-08-01T08:46:00Z,4.072,TRUE,4.216666666666667,-2.620401866435676,Central Park,70.97,0.6435
"East River, Dumbo Cove",2013-08-01,2013,8,2013-08-01T12:06:00Z,20,0.9,0.65,0,0,0.01,0.24,0,0,,Good,8517847,8517847,2013-08-01T09:32:00Z,4.102,TRUE,2.566666666666667,-3.310489613218226,Central Park,70.97,0.6435
"Buttermilk Channel, Valentino Pier",2013-08-01,2013,8,2013-08-01T14:55:00Z,51,0.9,0.65,0,0,0.01,0.24,0,0,,Fair,8517921,8517921,2013-08-01T14:47:00Z,0.93,TRUE,0.13333333333333333,0.2764500165402821,Central Park,70.97,0.6435
"Hudson River, West 154th Street",2013-08-01,2013,8,2013-08-01T11:27:00Z,52,0.9,0.65,0,0,0.01,0.24,0,0,,Fair,8530505,8530505,2013-08-01T09:17:00Z,3.787,TRUE,2.1666666666666665,-2.568947693896308,Central Park,70.97,0.6435
"Bronx River, Hunts Point Riverside Park",2013-08-01,2013,8,2013-08-01T13:04:00Z,63,0.9,0.65,0,0,0.01,0.24,0,0,,Fair,8518621,8518621,2013-08-01T12:50:00Z,6.695,TRUE,0.23333333333333334,-0.6282371081148219,Central Park,70.97,0.6435
"Gowanus Canal, Denton's Pond Outfall",2013-08-01,2013,8,2013-08-01T11:00:00Z,63,0.9,0.65,0,0,0.01,0.24,0,0,,Fair,8517921,8517921,2013-08-01T08:28:00Z,4.194,TRUE,2.533333333333333,-3.10757568372043,Central Park,70.97,0.6435
"Bronx River, Starlight Park, North Dock",2013-08-01,2013,8,2013-08-01T13:22:00Z,73,0.9,0.65,0,0,0.01,0.24,0,0,,Fair,8518621,8518621,2013-08-01T12:50:00Z,6.695,TRUE,0.5333333333333333,-1.4221638482731325,Central Park,70.97,0.6435
"Hudson River, Yonkers Paddling and Rowing Club",2013-08-01,2013,8,2013-08-01T13:22:00Z,110,0.9,0.65,0,0,0.01,0.24,0,0,,Unacceptable,8530095,8530095,2013-08-01T09:51:00Z,3.38,TRUE,3.5166666666666666,-2.4383522420819124,Central Park,70.97,0.6435
"Hudson River, West 172nd Street",2013-08-01,2013,8,2013-08-01T11:09:00Z,160,0.9,0.65,0,0,0.01,0.24,0,0,,Unacceptable,8518902,8518902,2013-08-01T09:38:00Z,3.521,TRUE,1.5166666666666666,-1.9962249168944748,Central Park,70.97,0.6435
"Saw Mill River, daylighted section",2013-08-01,2013,8,2013-08-01T14:12:00Z,480,0.9,0.65,0,0,0.01,0.24,0,0,,Unacceptable,8530095,8530095,2013-08-01T09:51:00Z,3.38,TRUE,4.35,-1.9964993399839808,Central Park,70.97,0.6435
"East River, Hallets Cove",2013-08-01,2013,8,2013-08-01T12:45:00Z,637,0.9,0.65,0,0,0.01,0.24,0,0,,Unacceptable,8518668,8518750,2013-08-01T08:46:00Z,4.072,FALSE,3.9833333333333334,-2.7955165649731315,Central Park,70.97,0.6435
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2013-08-01,2013,8,2013-08-01T12:43:00Z,644,0.9,0.65,0,0,0.01,0.24,0,0,,Unacceptable,8530505,8530505,2013-08-01T09:17:00Z,3.787,TRUE,3.433333333333333,-2.8313864564869213,Central Park,70.97,0.6435
"Hudson River, Pier 84",2013-08-01,2013,8,2013-08-01T12:36:00Z,906,0.9,0.65,0,0,0.01,0.24,0,0,,Unacceptable,8530645,8530645,2013-08-01T08:59:00Z,3.909,TRUE,3.6166666666666667,-2.878791004002048,Central Park,70.97,0.6435
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2013-08-01,2013,8,2013-08-01T14:40:00Z,0,0.9,0.65,0,0,0.01,0.24,0,0,,Not Detected,8517673,8517673,2013-08-01T10:08:00Z,3.624,TRUE,4.533333333333333,-1.7226851923791837,Central Park,70.97,0.6435
"East River, Pier 42/Jackson Street",2013-08-01,2013,8,2013-08-01T13:27:00Z,0,0.9,0.65,0,0,0.01,0.24,0,0,,Not Detected,8517732,8517732,2013-08-01T09:18:00Z,3.828,TRUE,4.15,-2.3356602071262222,Central Park,70.97,0.6435
"East River, Anable Basin",2013-08-01,2013,8,2013-08-01T12:30:00Z,0,0.9,0.65,0,0,0.01,0.24,0,0,,Not Detected,8517673,8517673,2013-08-01T10:08:00Z,3.624,TRUE,2.3666666666666667,-2.632207028242589,Central Park,70.97,0.6435
"Hudson River, Inwood Canoe Club",2013-08-08,2013,8,2013-08-08T15:18:00Z,10,0.52,0.46,0,0,0,0,0.06,0,,Good,8518902,8518902,2013-08-08T14:48:00Z,4.219,TRUE,0.5,-0.9242060101817764,Central Park,75.47,0.4563
"East River, Pier 42/Jackson Street",2013-08-08,2013,8,2013-08-08T13:15:00Z,10,0.52,0.46,0,0,0,0,0.06,0,,Good,8517732,8517732,2013-08-08T08:26:00Z,0.134,TRUE,4.816666666666666,2.6393526831433287,Central Park,75.47,0.4563
"Hudson River, West 172nd Street",2013-08-08,2013,8,2013-08-08T12:01:00Z,20,0.52,0.46,0,0,0,0,0.06,0,,Good,8518902,8518902,2013-08-08T08:50:00Z,0.192,TRUE,3.183333333333333,4.004692728491368,Central Park,75.47,0.4563
"Buttermilk Channel, Valentino Pier",2013-08-08,2013,8,2013-08-08T15:14:00Z,31,0.52,0.46,0,0,0,0,0.06,0,,Good,8517921,8517921,2013-08-08T13:39:00Z,4.987,TRUE,1.5833333333333333,-3.2032281751619895,Central Park,75.47,0.4563
"Hudson River, Pier 66",2013-08-08,2013,8,2013-08-08T13:26:00Z,31,0.52,0.46,0,0,0,0,0.06,0,,Good,8530645,8530645,2013-08-08T08:19:00Z,0.122,TRUE,5.116666666666666,1.7367023717045806,Central Park,75.47,0.4563
"Hudson River, Pier 26",2013-08-08,2013,8,2013-08-08T13:09:00Z,41,0.52,0.46,0,0,0,0,0.06,0,,Fair,8518750,8518750,2013-08-08T08:04:00Z,0.127,TRUE,5.083333333333333,1.9530610292332486,Central Park,75.47,0.4563
"Hudson River, Yonkers Paddling and Rowing Club",2013-08-08,2013,8,2013-08-08T12:55:00Z,52,0.52,0.46,0,0,0,0,0.06,0,,Fair,8530095,8530095,2013-08-08T09:06:00Z,0.115,TRUE,3.816666666666667,3.5143438161984606,Central Park,75.47,0.4563
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2013-08-08,2013,8,2013-08-08T12:41:00Z,61,0.52,0.46,0,0,0,0,0.06,0,85 ,Fair,8517673,8517673,2013-08-08T09:00:00Z,0.115,TRUE,3.683333333333333,4.051841763810823,Central Park,75.47,0.4563
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2013-08-08,2013,8,2013-08-08T10:49:00Z,74,0.52,0.46,0,0,0,0,0.06,0,,Fair,8518902,8518902,2013-08-08T08:50:00Z,0.192,TRUE,1.9833333333333334,3.4815796343485834,Central Park,75.47,0.4563
"Hudson River, Pier 84",2013-08-08,2013,8,2013-08-08T12:47:00Z,97,0.52,0.46,0,0,0,0,0.06,0,,Fair,8530645,8530645,2013-08-08T08:19:00Z,0.122,TRUE,4.466666666666667,3.061452710862651,Central Park,75.47,0.4563
"Hudson River, JFK Marina",2013-08-08,2013,8,2013-08-08T12:13:00Z,97,0.52,0.46,0,0,0,0,0.06,0,,Fair,8530095,8530095,2013-08-08T09:06:00Z,0.115,TRUE,3.1166666666666667,3.8906966034644728,Central Park,75.47,0.4563
"East River, Hallets Cove",2013-08-08,2013,8,2013-08-08T12:30:00Z,134,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8518668,8518668,2013-08-08T09:41:00Z,0.082,TRUE,2.816666666666667,4.955740073709176,Central Park,75.47,0.4563
"Hudson River, Pier 40",2013-08-08,2013,8,2013-08-08T16:10:00Z,193,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8518750,8518750,2013-08-08T13:57:00Z,4.841,TRUE,2.216666666666667,-3.9091146037516697,Central Park,75.47,0.4563
"East River, Anable Basin",2013-08-08,2013,8,2013-08-08T12:00:00Z,197,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8517673,8517673,2013-08-08T09:00:00Z,0.115,TRUE,3,4.181003017633717,Central Park,75.47,0.4563
"East River, Dumbo Cove",2013-08-08,2013,8,2013-08-08T10:59:00Z,226,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8517847,8517847,2013-08-08T08:12:00Z,0.332,TRUE,2.783333333333333,4.1029990748661955,Central Park,75.47,0.4563
"Flushing Bay, World's Fair Marina Pier 1 East",2013-08-08,2013,8,2013-08-08T14:03:00Z,238,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8517251,8517251,2013-08-08T13:57:00Z,4.841,FALSE,0.1,-0.2199015275224078,Central Park,75.47,0.4563
"Bronx River, Starlight Park, North Dock",2013-08-08,2013,8,2013-08-08T13:00:00Z,241,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8518621,8518621,2013-08-08T11:11:00Z,0.175,TRUE,1.8166666666666667,6.156435442539229,Central Park,75.47,0.4563
"Hudson River, West 154th Street",2013-08-08,2013,8,2013-08-08T12:26:00Z,269,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8530505,8530505,2013-08-08T08:32:00Z,0.118,TRUE,3.9,3.8594827332356325,Central Park,75.47,0.4563
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2013-08-08,2013,8,2013-08-08T13:38:00Z,272,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8530505,8530505,2013-08-08T08:32:00Z,0.118,TRUE,5.1,1.8722154279901935,Central Park,75.47,0.4563
"Saw Mill River, daylighted section",2013-08-08,2013,8,2013-08-08T13:10:00Z,776,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8530095,8530095,2013-08-08T09:06:00Z,0.115,TRUE,4.066666666666666,3.2595062589975687,Central Park,75.47,0.4563
"Gowanus Canal, Denton's Pond Outfall",2013-08-08,2013,8,2013-08-08T11:25:00Z,1674,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8517921,8517921,2013-08-08T07:52:00Z,0.121,TRUE,3.55,4.558146796786419,Central Park,75.47,0.4563
"Bronx River, Hunts Point Riverside Park",2013-08-08,2013,8,2013-08-08T12:52:00Z,3130,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8518621,8518621,2013-08-08T11:11:00Z,0.175,TRUE,1.6833333333333333,5.8415847613381215,Central Park,75.47,0.4563
"Gowanus Canal, 2nd Avenue Salt Lot",2013-08-08,2013,8,2013-08-08T11:30:00Z,5475,0.52,0.46,0,0,0,0,0.06,0,,Unacceptable,8517921,8517921,2013-08-08T07:52:00Z,0.121,TRUE,3.6333333333333333,4.4763985583100085,Central Park,75.47,0.4563
"Flushing Bay, World's Fair Marina Pier 1 East",2013-08-15,2013,8,2013-08-15T15:30:00Z,10,0.95,0,0,0.85,0.05,0,0,0.05,,Good,8517251,8517251,2013-08-15T13:21:00Z,0.683,FALSE,2.15,4.215954233285926,Central Park,68.54,0
"Hudson River, Pier 26",2013-08-15,2013,8,2013-08-15T13:00:00Z,10,0.95,0,0,0.85,0.05,0,0,0.05,20 ,Good,8518750,8518750,2013-08-15T06:43:00Z,4.424,TRUE,6.283333333333333,-0.6172812906289299,Central Park,68.54,0
"Hudson River, Pier 40",2013-08-15,2013,8,2013-08-15T16:02:00Z,20,0.95,0,0,0.85,0.05,0,0,0.05,,Good,8518750,8518750,2013-08-15T13:21:00Z,0.683,TRUE,2.683333333333333,4.6183483071580955,Central Park,68.54,0
"East River, Pier 42/Jackson Street",2013-08-15,2013,8,2013-08-15T14:19:00Z,20,0.95,0,0,0.85,0.05,0,0,0.05,,Good,8517732,8517732,2013-08-15T13:43:00Z,0.717,TRUE,0.6,1.2943673758069236,Central Park,68.54,0
"Hudson River, Pier 84",2013-08-15,2013,8,2013-08-15T13:26:00Z,31,0.95,0,0,0.85,0.05,0,0,0.05,,Good,8530645,8530645,2013-08-15T06:56:00Z,4.247,TRUE,6.5,-0.28182507185441946,Central Park,68.54,0
"Hudson River, Pier 66",2013-08-15,2013,8,2013-08-15T12:33:00Z,31,0.95,0,0,0.85,0.05,0,0,0.05,,Good,8530645,8530645,2013-08-15T06:56:00Z,4.247,TRUE,5.616666666666666,-1.705684152415177,Central Park,68.54,0
"Hudson River, Inwood Canoe Club",2013-08-15,2013,8,2013-08-15T15:03:00Z,41,0.95,0,0,0.85,0.05,0,0,0.05,,Fair,8518902,8518902,2013-08-15T14:19:00Z,0.465,TRUE,0.7333333333333333,1.5059792960024814,Central Park,68.54,0
"East River, Anable Basin",2013-08-15,2013,8,2013-08-15T12:00:00Z,52,0.95,0,0,0.85,0.05,0,0,0.05,,Fair,8517673,8517673,2013-08-15T08:05:00Z,3.938,TRUE,3.9166666666666665,-3.042521155406566,Central Park,68.54,0
"East River, Dumbo Cove",2013-08-15,2013,8,2013-08-15T11:31:00Z,63,0.95,0,0,0.85,0.05,0,0,0.05,,Fair,8517847,8517847,2013-08-15T06:58:00Z,4.262,TRUE,4.55,-3.0874699718322054,Central Park,68.54,0
"Hudson River, Yonkers Paddling and Rowing Club",2013-08-15,2013,8,2013-08-15T10:30:00Z,63,0.95,0,0,0.85,0.05,0,0,0.05,,Fair,8530095,8530095,2013-08-15T07:48:00Z,3.672,TRUE,2.7,-2.9359567280705603,Central Park,68.54,0
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2013-08-15,2013,8,2013-08-15T14:08:00Z,118,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8517673,8517673,2013-08-15T08:05:00Z,3.938,TRUE,6.05,-0.2523257385704942,Central Park,68.54,0
"Hudson River, JFK Marina",2013-08-15,2013,8,2013-08-15T11:20:00Z,121,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8530095,8530095,2013-08-15T07:48:00Z,3.672,TRUE,3.533333333333333,-3.0366939422752837,Central Park,68.54,0
"Hudson River, West 154th Street",2013-08-15,2013,8,2013-08-15T12:20:00Z,134,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8530505,8530505,2013-08-15T07:14:00Z,4.115,TRUE,5.1,-2.2627088891238913,Central Park,68.54,0
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2013-08-15,2013,8,2013-08-15T14:45:00Z,158,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8518902,8518902,2013-08-15T14:19:00Z,0.465,TRUE,0.43333333333333335,0.9034842018631536,Central Park,68.54,0
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2013-08-15,2013,8,2013-08-15T13:25:00Z,173,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8530505,8530505,2013-08-15T07:14:00Z,4.115,TRUE,6.183333333333334,-0.6602413843762235,Central Park,68.54,0
"Buttermilk Channel, Valentino Pier",2013-08-15,2013,8,2013-08-15T14:54:00Z,183,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8517921,8517921,2013-08-15T13:09:00Z,0.649,TRUE,1.75,3.89991018971853,Central Park,68.54,0
"Hudson River, West 172nd Street",2013-08-15,2013,8,2013-08-15T12:00:00Z,199,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8518902,8518902,2013-08-15T07:48:00Z,3.881,TRUE,4.2,-3.0700130384481166,Central Park,68.54,0
"East River, Hallets Cove",2013-08-15,2013,8,2013-08-15T12:40:00Z,262,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8518668,8518668,2013-08-15T09:15:00Z,4.457,TRUE,3.4166666666666665,-3.9822306623283295,Central Park,68.54,0
"Bronx River, Starlight Park, North Dock",2013-08-15,2013,8,2013-08-15T12:13:00Z,305,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8518621,8518621,2013-08-15T09:55:00Z,7.043,TRUE,2.3,-5.759470628965127,Central Park,68.54,0
"Saw Mill River, daylighted section",2013-08-15,2013,8,2013-08-15T11:32:00Z,820,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8530095,8530095,2013-08-15T07:48:00Z,3.672,TRUE,3.7333333333333334,-2.989352077038857,Central Park,68.54,0
"Bronx River, Hunts Point Riverside Park",2013-08-15,2013,8,2013-08-15T11:56:00Z,1372,0.95,0,0,0.85,0.05,0,0,0.05,,Unacceptable,8518621,8518621,2013-08-15T09:55:00Z,7.043,TRUE,2.0166666666666666,-5.3378281834300845,Central Park,68.54,0
"Hudson River, Pier 40",2013-08-22,2013,8,2013-08-22T15:42:00Z,10,0.25,0.25,0,0,0,0,0,0,,Good,8518750,8518750,2013-08-22T13:47:00Z,5.774,TRUE,1.9166666666666667,-4.907182079654679,Central Park,74.57,0.24960000000000002
"Hudson River, JFK Marina",2013-08-22,2013,8,2013-08-22T13:25:00Z,10,0.25,0.25,0,0,0,0,0,0,,Good,8530095,8530095,2013-08-22T08:49:00Z,-0.629,TRUE,4.6,3.7075075994916906,Central Park,74.57,0.24960000000000002
"East River, Anable Basin",2013-08-22,2013,8,2013-08-22T14:00:00Z,20,0.25,0.25,0,0,0,0,0,0,,Good,8517673,8517673,2013-08-22T08:43:00Z,-0.629,TRUE,5.283333333333333,3.0715997363366445,Central Park,74.57,0.24960000000000002
"East River, Pier 42/Jackson Street",2013-08-22,2013,8,2013-08-22T14:00:00Z,20,0.25,0.25,0,0,0,0,0,0,,Good,8517732,8517732,2013-08-22T08:09:00Z,-0.734,TRUE,5.85,0.9897784615252591,Central Park,74.57,0.24960000000000002
"Hudson River, Yonkers Paddling and Rowing Club",2013-08-22,2013,8,2013-08-22T12:45:00Z,20,0.25,0.25,0,0,0,0,0,0,,Good,8530095,8530095,2013-08-22T08:49:00Z,-0.629,TRUE,3.933333333333333,4.82997175039081,Central Park,74.57,0.24960000000000002
"Buttermilk Channel, Valentino Pier",2013-08-22,2013,8,2013-08-22T11:26:00Z,41,0.25,0.25,0,0,0,0,0,0,,Fair,8517921,8517921,2013-08-22T07:35:00Z,-0.664,TRUE,3.85,5.866284568198996,Central Park,74.57,0.24960000000000002
"Hudson River, Pier 26",2013-08-22,2013,8,2013-08-22T14:57:00Z,52,0.25,0.25,0,0,0,0,0,0,,Fair,8518750,8518750,2013-08-22T13:47:00Z,5.774,TRUE,1.1666666666666667,-3.2925611553358904,Central Park,74.57,0.24960000000000002
"Flushing Bay, World's Fair Marina Pier 1 East",2013-08-22,2013,8,2013-08-22T14:42:00Z,52,0.25,0.25,0,0,0,0,0,0,,Fair,8517251,8517251,2013-08-22T13:47:00Z,5.774,FALSE,0.9166666666666666,-2.642995956359862,Central Park,74.57,0.24960000000000002
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2013-08-22,2013,8,2013-08-22T13:18:00Z,63,0.25,0.25,0,0,0,0,0,0,,Fair,8530505,8530505,2013-08-22T08:15:00Z,-0.65,TRUE,5.05,2.9874118225498463,Central Park,74.57,0.24960000000000002
"Hudson River, Pier 84",2013-08-22,2013,8,2013-08-22T15:20:00Z,84,0.25,0.25,0,0,0,0,0,0,41 ,Fair,8530645,8530645,2013-08-22T14:00:00Z,5.543,TRUE,1.3333333333333333,-3.5351369814204903,Central Park,74.57,0.24960000000000002
"East River, Hallets Cove",2013-08-22,2013,8,2013-08-22T13:20:00Z,86,0.25,0.25,0,0,0,0,0,0,,Fair,8518668,8518668,2013-08-22T09:27:00Z,-0.164,TRUE,3.8833333333333333,5.823099037320996,Central Park,74.57,0.24960000000000002
"Gowanus Canal, 2nd Avenue Salt Lot",2013-08-22,2013,8,2013-08-22T13:00:00Z,98,0.25,0.25,0,0,0,0,0,0,,Fair,8517921,8517921,2013-08-22T07:35:00Z,-0.664,TRUE,5.416666666666667,1.6827006726334646,Central Park,74.57,0.24960000000000002
"Bronx River, Hunts Point Riverside Park",2013-08-22,2013,8,2013-08-22T14:40:00Z,108,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8518621,8518621,2013-08-22T11:31:00Z,-0.953,TRUE,3.15,9.619544143945177,Central Park,74.57,0.24960000000000002
"Hudson River, West 172nd Street",2013-08-22,2013,8,2013-08-22T11:45:00Z,135,0.25,0.25,0,0,0,0,0,0,,Unacceptable,8518902,8518902,2013-08-22T08:27:00Z,-0.434,TRUE,3.3,5.403553500385447,Central Park,74.57,0.24960000000000002
