currently_testing,site,water_body,borough_state,neighborhood_town,latitude,longitude,last_sampled,district_council_number,2021_lab_analysis_by:,closest_tide_area,closest_tide_Name,closest_tide_Id,closest_tide_Lat,closest_tide_Lon,closest_tide_Predictions,closest_tide_dist
TRUE,"Newtown Creek, Apollo Street",Newtown Creek,Brooklyn,Greenpoint,40.7292914,-73.93728,2022,33,Billion Oyster Project's Williamsburg Field Station,East River,"Hunters Point, Newtown Creek",8517673,40.74,-73.9617,Subordinate,2.377264370592475
TRUE,"Newtown Creek, Dutch Kills (head)",Newtown Creek,Queens,Hunters Point,40.7429327,-73.939319,2022,26,Billion Oyster Project's Williamsburg Field Station,East River,"Hunters Point, Newtown Creek",8517673,40.74,-73.9617,Subordinate,1.9135501182096344
FALSE,"Newtown Creek, Dutch Kills (mouth)",Newtown Creek,Queens,Hunters Point,40.7378927,-73.945885,2020,26,NA,East River,"Hunters Point, Newtown Creek",8517673,40.74,-73.9617,Subordinate,1.3528825153206827
TRUE,"Newtown Creek, East Branch",Newtown Creek,Queens,Maspeth,40.7167533,-73.922925,2022,34,Billion Oyster Project's Williamsburg Field Station,East River,Williamsburg Bridge,8518699,40.7117,-73.9683,Harmonic,3.865385935618061
TRUE,"Newtown Creek, English Kills",Newtown Creek,Brooklyn,East Williamsburg,40.7120691,-73.931294,2022,34,Billion Oyster Project's Williamsburg Field Station,East River,Williamsburg Bridge,8518699,40.7117,-73.9683,Harmonic,3.119344742970455
FALSE,"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",Newtown Creek,Brooklyn,Greenpoint,40.739025,-73.952972,2021,26,Billion Oyster Project's Williamsburg Field Station,East River,"Hunters Point, Newtown Creek",8517673,40.74,-73.9617,Subordinate,0.7432889611725778
FALSE,"Newtown Creek, North Henry Street",Newtown Creek,Brooklyn,Greenpoint,40.7355189,-73.945091,2016,33,NA,East River,"Hunters Point, Newtown Creek",8517673,40.74,-73.9617,Subordinate,1.4854212704584187
TRUE,"Newtown Creek, Pulaski Bridge, Queens",Newtown Creek,Queens,Long Island City,40.739534,-73.952244,2023,26,NA,East River,"Hunters Point, Newtown Creek",8517673,40.74,-73.9617,Subordinate,0.7983546096792111
FALSE,"Newtown Creek, Turning Basin",Newtown Creek,Queens,Maspeth,40.7248845,-73.9258,2020,34,NA,East River,"Hunters Point, Newtown Creek",8517673,40.74,-73.9617,Subordinate,3.4605087211557874
FALSE,"Newtown Creek, Whale Creek",Newtown Creek,Brooklyn,Greenpoint,40.736974,-73.94684,2012,33,NA,East River,"Hunters Point, Newtown Creek",8517673,40.74,-73.9617,Subordinate,1.2964106096498365
TRUE,Prospect Park Lake,Lake,Brooklyn,Prospect Lefferts Gardens,40.655305,-73.96421,2021,39,Billion Oyster Project's Williamsburg Field Station,New York Harbor,Gowanus Bay,8517921,40.665,-74.0133,Subordinate,4.278825291494938
TRUE,"Rahway River, Riverfront Park",Rahway River,New Jersey,Rahway,40.599456000000004,-74.268318,2023,N/A,Interstate Environmental Commission,Arthur Kill,"Rahway River, RR. Bridge",8531077,40.5983,-74.2317,Subordinate,3.0942751119569487
TRUE,"Rahway River, Rahway Valley Sewerage Authority",Rahway River,New Jersey,Rahway,40.601792,-74.256497,2023,N/A,Interstate Environmental Commission,Arthur Kill,"Rahway River, RR. Bridge",8531077,40.5983,-74.2317,Subordinate,2.1292420349052668
TRUE,"Rahway River, Carteret Waterfront Park",Rahway River,New Jersey,Carteret,40.571734,-74.212477,2023,N/A,Interstate Environmental Commission,Arthur Kill,Carteret,8531095,40.5867,-74.21,Subordinate,1.677239903116512
TRUE,"Raritan Bay, Great Kills Beach",Lower Bay,Staten Island,Great Kills,40.5422,-74.1254,2022,51,Monsignor Farrell High School,"Lower New York Bay, Raritan Bay, etc.",Great Kills Harbor,8519436,40.5433,-74.14,Harmonic,1.2397395588078177
TRUE,"Raritan Bay, Midlland Beach",Lower Bay,Staten Island,Great Kills,40.572109,-74.08794,2023,50,Monsignor Farrell High School,New York Harbor,"Fort Wadsworth, The Narrows",8519024,40.6067,-74.055,Subordinate,4.746676141964024
TRUE,"Raritan Bay, New Dorp Beach",Lower Bay,Staten Island,Great Kills,40.5665366,-74.0914556,2023,50,Monsignor Farrell High School,"Lower New York Bay, Raritan Bay, etc.",Great Kills Harbor,8519436,40.5433,-74.14,Harmonic,4.847271240359919
TRUE,"Raritan Bay, Oakwood Beach",Lower Bay,Staten Island,Great Kills,40.549642,-74.111618000000007,2022,50,Monsignor Farrell High School,"Lower New York Bay, Raritan Bay, etc.",Great Kills Harbor,8519436,40.5433,-74.14,Harmonic,2.499664620901329
FALSE,"Raritan Bay, South Beach",Lower Bay,Staten Island,South Beach,40.579248,-74.074953,2012,50,NA,New York Harbor,"Fort Wadsworth, The Narrows",8519024,40.6067,-74.055,Subordinate,3.486586330822635
TRUE,"Raritan Bay, Waterfront Park",Raritan Bay,New Jersey,South Amboy,40.48334,-74.2698,2022,N/A,Interstate Environmental Commission,Raritan River,South Amboy,8531232,40.4917,-74.2817,Subordinate,1.3700072634133205
TRUE,"Raritan River, 2nd Street Park",Raritan River,New Jersey,Perth Amboy,40.50007,-74.27719,2022,N/A,Interstate Environmental Commission,Raritan River,South Amboy,8531232,40.4917,-74.2817,Subordinate,1.0058030684805972
TRUE,"Raritan River, Edison Boat Basin",Raritan River,New Jersey,Edison,40.48769,-74.38409,2022,N/A,Interstate Environmental Commission,Raritan River,Sayreville,8531390,40.4783,-74.3567,Harmonic,2.5409380490568916
TRUE,"Raritan River, Ken Buchanan Park",Raritan River,New Jersey,Sayreville,40.47483,-74.35586,2022,N/A,Interstate Environmental Commission,Raritan River,Sayreville,8531390,40.4783,-74.3567,Harmonic,0.3923333807027777
TRUE,"Raritan River, Riverside Park",Raritan River,New Jersey,Piscataway,40.54067,-74.51219,2022,N/A,Interstate Environmental Commission,Raritan River,New Brunswick,8531463,40.4883,-74.435,Harmonic,8.745830930160745
TRUE,"Raritan River, Rutgers Boathouse",Raritan River,New Jersey,New Brunswick,40.48826,-74.43384,2022,N/A,Interstate Environmental Commission,Raritan River,New Brunswick,8531463,40.4883,-74.435,Harmonic,0.0981997241148684
TRUE,"Saw Mill River, daylighted section",Saw Mill River,Yonkers,Getty Square,40.9356552,-73.901795,2022,N/A,Sarah Lawrence Center for the Urban River at Beczak,Hudson River,"Alpine, N.J.",8530095,40.945,-73.9183,Subordinate,1.7325373267502497
FALSE,Sheepshead Bay,Sheepshead Bay,Brooklyn,Sheepshead Bay,40.583419,-73.945179,2021,46,Interstate Environmental Commission,Jamaica Bay,"Kingsborough, Sheepshead Bay",8517756,40.5812,-73.9338,Harmonic,0.9921224610777766
TRUE,"Upper Harbor, 69th Street Pier",New York Bay,Brooklyn,Bay Ridge,40.639326,-74.038539,2023,43,NA,New York Harbor,"St. George, Staten Island",8519112,40.6433,-74.0733,Subordinate,2.966057904173247
TRUE,"Upper Harbor, Bush Terminal Park (Inner Lagoon)",Bay Ridge Channel,Brooklyn,Sunset Park,40.6546621,-74.018347,2022,38,Billion Oyster Project's Williamsburg Field Station,New York Harbor,Gowanus Bay,8517921,40.665,-74.0133,Subordinate,1.2258222414573603
TRUE,"Upper Harbor, Bush Terminal Park (North Embayment)",Bay Ridge Channel,Brooklyn,Sunset Park,40.6548329,-74.018245,2022,38,Billion Oyster Project's Williamsburg Field Station,New York Harbor,Gowanus Bay,8517921,40.665,-74.0133,Subordinate,1.2050249324918085
FALSE,"Upper Harbor, North Shore Esplanade",Upper Bay,Staten Island,St George,40.645481,-74.074752,2023,49,NA,New York Harbor,"St. George, Staten Island",8519112,40.6433,-74.0733,Subordinate,0.27170199730477423
FALSE,Van Cortlandt Park Lake,Lake,Bronx,Van Cortlandt Park,40.8898985,-73.891811,2019,11,NA,Hudson River,"Riverdale, N.Y.",8518905,40.9033,-73.9167,Subordinate,2.568444845599393
FALSE,"Kill Van Kull, Brady’s Dock, Bayonne NJ",NA,New Jersey,Bayonne,40.64512,-74.12563,2024,N/A,NA,Kill Van Kull,"Bayonne Bridge, Bergen Point",8519483,40.6391,-74.1463,Harmonic,1.8680615778346423
