"site","date","year","month","high_tide","sample_time","bacteria","precip_wk","precip_t0","precip_t1","precip_t2","precip_t3","precip_t4","precip_t5","precip_t6","notes","quality"
"Flushing Bay, World's Fair Marina Pier 1 East",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 08:55:00.000000-0400,465,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"East River, Hallets Cove",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 08:05:00.000000-0400,609,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Hudson River, Yonkers Paddling and Rowing Club",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 11:00:00.000000-0400,884,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Prospect Park Lake",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 07:55:00.000000-0400,1014,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Bronx River, Bronx Botanical Gardens",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 10:15:00.000000-0400,1118,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Gowanus Canal, 2nd Avenue Salt Lot",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 06:16:00.000000-0400,1267,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"East River, Wallabout Channel ",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 09:14:00.000000-0400,1281,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Bronx River, Starlight Park, North Dock",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 09:05:00.000000-0400,1989,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 09:44:00.000000-0400,2333,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Hudson River, JFK Marina",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 11:25:00.000000-0400,2489,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Bronx River, Starlight Park, south of dam",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 09:10:00.000000-0400,2700,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Bronx River, Hunts Point Riverside Park",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 08:20:00.000000-0400,7556,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Newtown Creek, North Henry Street",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 09:40:00.000000-0400,9193,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Saw Mill River, daylighted section",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 10:40:00.000000-0400,11199,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Bronx Kill, west end",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 09:05:00.000000-0400,17329,1.46,0.09,1.26,0.11,0,0,0,0,"","Unacceptable"
"Little Neck Bay",2015-10-01,2015,10,2015-10-01 11:22:00.000000-0400,2015-10-01 08:10:00.000000-0400,0,1.46,0.09,1.26,0.11,0,0,0,0,"","Not Detected"
"Hudson River, Pier 40",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 12:10:00.000000-0400,10,0.25,0,0,0,0,0,0,0.25,"","Good"
"Hudson River, Pier 13",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 11:30:00.000000-0400,10,0.25,0,0,0,0,0,0,0.25,"","Good"
"Hudson River, Pier 96",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 11:21:00.000000-0400,10,0.25,0,0,0,0,0,0,0.25,"","Good"
"Harlem River, North Cove",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 11:08:00.000000-0400,10,0.25,0,0,0,0,0,0,0.25,"","Good"
"Flushing Bay, World's Fair Marina Boat Ramp",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:41:00.000000-0400,10,0.25,0,0,0,0,0,0,0.25,"","Good"
"East River, Dumbo Cove",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:30:00.000000-0400,10,0.25,0,0,0,0,0,0,0.25,"","Good"
"East River, Pier 42/Jackson Street",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:15:00.000000-0400,10,0.25,0,0,0,0,0,0,0.25,"","Good"
"Hudson River, West 145th Street",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 08:50:00.000000-0400,10,0.25,0,0,0,0,0,0,0.25,"","Good"
"Hudson River, Inwood Canoe Club",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 08:30:00.000000-0400,10,0.25,0,0,0,0,0,0,0.25,"","Good"
"Little Neck Bay",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 08:30:00.000000-0400,10,0.25,0,0,0,0,0,0,0.25,"","Good"
"Hudson River, JFK Marina",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 12:30:00.000000-0400,20,0.25,0,0,0,0,0,0,0.25,"","Good"
"Hudson River, Pier 99 Boat Ramp",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:54:00.000000-0400,20,0.25,0,0,0,0,0,0,0.25,"","Good"
"Flushing Creek",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:32:00.000000-0400,20,0.25,0,0,0,0,0,0,0.25,"","Good"
"Bronx Kill, east end",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 08:47:00.000000-0400,30,0.25,0,0,0,0,0,0,0.25,"","Good"
"Hudson River, Pier I/70th Street",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 08:20:00.000000-0400,31,0.25,0,0,0,0,0,0,0.25,"","Good"
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:02:00.000000-0400,40,0.25,0,0,0,0,0,0,0.25,"","Fair"
"East River, Pier 4 Beach ",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:56:00.000000-0400,52,0.25,0,0,0,0,0,0,0.25,"","Fair"
"Bronx Kill, west end",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:06:00.000000-0400,52,0.25,0,0,0,0,0,0,0.25,"","Fair"
"Gowanus Canal, Second Street Sponge Park",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 06:58:00.000000-0400,52,0.25,0,0,0,0,0,0,0.25,"","Fair"
"East River, Hallets Cove",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 07:45:00.000000-0400,63,0.25,0,0,0,0,0,0,0.25,"","Fair"
"East River, Gantry State Park",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 08:15:00.000000-0400,84,0.25,0,0,0,0,0,0,0.25,"","Fair"
"Bronx River, Hunts Point Riverside Park",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 16:45:00.000000-0400,96,0.25,0,0,0,0,0,0,0.25,"","Fair"
"East River, Wallabout Channel ",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 08:05:00.000000-0400,132,0.25,0,0,0,0,0,0,0.25,"98 ","Unacceptable"
"Prospect Park Lake",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 07:39:00.000000-0400,211,0.25,0,0,0,0,0,0,0.25,"","Unacceptable"
"Hudson River, Hoboken Cove Beach",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 11:40:00.000000-0400,345,0.25,0,0,0,0,0,0,0.25,"","Unacceptable"
"Saw Mill River, daylighted section",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 10:50:00.000000-0400,360,0.25,0,0,0,0,0,0,0.25,"","Unacceptable"
"Gowanus Canal, Bond Street",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 07:05:00.000000-0400,683,0.25,0,0,0,0,0,0,0.25,"","Unacceptable"
"Jamaica Bay, Paerdegat Basin ",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:15:00.000000-0400,1414,0.25,0,0,0,0,0,0,0.25,"","Unacceptable"
"Flushing Meadows-Corona Park, Meadow Lake",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:56:00.000000-0400,12033,0.25,0,0,0,0,0,0,0.25,"docks used by geese had just been cleaned","Unacceptable"
"Newtown Creek, North Henry Street",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 12:20:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Hudson River, Yonkers Paddling and Rowing Club",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 12:16:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 11:50:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Hudson River, Pier 66",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 11:49:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Hudson River, Pier 84",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 11:36:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Harlem River, Muscota Marsh",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 11:27:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Hudson River, Pier 26",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 10:30:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"East River, Pier 2 Kayak Dock ",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 10:00:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Flushing Bay, World's Fair Marina Pier 1 West",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:45:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"East Rver, Stuyvesant Cove",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:44:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Buttermilk Channel, Pier 101 ",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:43:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 09:24:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Harlem River, Little Hell Gate",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 08:28:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"East River, Brooklyn Bridge Beach ",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 07:51:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"East River, Anable Basin",2016-05-19,2016,5,2016-05-19 07:25:00.000000-0400,2016-05-19 07:30:00.000000-0400,0,0.25,0,0,0,0,0,0,0.25,"","Not Detected"
"Hudson River, Yonkers Paddling and Rowing Club",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 12:00:00.000000-0400,10,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 09:00:00.000000-0400,10,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 08:59:00.000000-0400,10,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"Hudson River, JFK Marina",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 08:14:00.000000-0400,10,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"East River, Pier 2 Kayak Dock ",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 07:05:00.000000-0400,10,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 11:50:00.000000-0400,20,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"Flushing Bay, World's Fair Marina Boat Ramp",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 09:44:00.000000-0400,20,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"East River, Dumbo Cove",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 09:23:00.000000-0400,20,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"Hudson River, Pier 99 Boat Ramp",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 09:18:00.000000-0400,20,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"Jamaica Bay, Paerdegat Basin ",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 08:47:00.000000-0400,20,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"Hudson River, Pier I/70th Street",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 08:20:00.000000-0400,20,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"Hudson River, West 145th Street",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 08:45:00.000000-0400,31,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Good"
"Bronx Kill, east end",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 09:29:00.000000-0400,52,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Fair"
"Prospect Park Lake",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 07:39:00.000000-0400,333,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Unacceptable"
"Flushing Creek",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 09:41:00.000000-0400,345,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Unacceptable"
"Saw Mill River, daylighted section",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 11:50:00.000000-0400,488,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Unacceptable"
"East River, Brooklyn Bridge Beach ",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 06:58:00.000000-0400,528,0.33,0,0,0.18,0.02,0.09,0.04,0,"627 ","Unacceptable"
"Gowanus Canal, Bond Street",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 06:55:00.000000-0400,823,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Unacceptable"
"Bronx River, Hunts Point Riverside Park",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 16:51:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Newtown Creek, North Henry Street",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 12:07:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Hudson River, Pier 40",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 11:38:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Hudson River, Pier 66",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 11:29:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Harlem River, North Cove",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 10:57:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"East Rver, Stuyvesant Cove",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 10:55:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"East River, Pier 42/Jackson Street",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 10:45:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Hudson River, Pier 26",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 10:40:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Harlem River, Muscota Marsh",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 10:14:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Flushing Meadows-Corona Park, Meadow Lake",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 09:57:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Bronx Kill, west end",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 09:44:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Flushing Bay, World's Fair Marina Pier 1 East",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 09:44:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Flushing Bay, World's Fair Marina Pier 1 West",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 09:25:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Harlem River, Little Hell Gate",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 08:59:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"East River, Gantry State Park",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 08:30:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"East River, Anable Basin",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 08:21:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Little Neck Bay",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 08:18:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"East River, Hallets Cove",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 08:06:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Hudson River, Pier 96",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 07:56:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Hudson River, Pier 84",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 07:46:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Hudson River, Inwood Canoe Club",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 07:40:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Gowanus Canal, Second Street Sponge Park",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 07:10:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"East River, Pier 4 Beach ",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 07:09:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"East River, Wallabout Channel ",2016-05-26,2016,5,2016-05-26 12:14:00.000000-0400,2016-05-26 06:43:00.000000-0400,0,0.33,0,0,0.18,0.02,0.09,0.04,0,"","Not Detected"
"Hudson River, Pier 13",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 10:35:00.000000-0400,10,1.65,0,0,0,1.65,0,0,0,"","Good"
"Buttermilk Channel, Pier 101 ",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 10:03:00.000000-0400,10,1.65,0,0,0,1.65,0,0,0,"","Good"
"Flushing Bay, World's Fair Marina Boat Ramp",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:44:00.000000-0400,10,1.65,0,0,0,1.65,0,0,0,"","Good"
"Flushing Bay, World's Fair Marina Pier 1 West",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:34:00.000000-0400,10,1.65,0,0,0,1.65,0,0,0,"","Good"
"Harlem River, Little Hell Gate",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 08:20:00.000000-0400,10,1.65,0,0,0,1.65,0,0,0,"","Good"
"Harlem River, Swindlers Cove/Peter J. Sharpe Boathouse",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 07:07:00.000000-0400,10,1.65,0,0,0,1.65,0,0,0,"","Good"
"Newtown Creek, North Henry Street",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 13:25:00.000000-0400,20,1.65,0,0,0,1.65,0,0,0,"","Good"
"Flushing Bay, World's Fair Marina Pier 1 East",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:32:00.000000-0400,20,1.65,0,0,0,1.65,0,0,0,"","Good"
"Hudson River, Pier 84",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 07:43:00.000000-0400,20,1.65,0,0,0,1.65,0,0,0,"","Good"
"Flushing Creek",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:25:00.000000-0400,30,1.65,0,0,0,1.65,0,0,0,"","Good"
"Flushing Meadows-Corona Park, Meadow Lake",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:43:00.000000-0400,31,1.65,0,0,0,1.65,0,0,0,"","Good"
"Hudson River, Pier 96",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 07:53:00.000000-0400,31,1.65,0,0,0,1.65,0,0,0,"","Good"
"Hudson River, West 145th Street",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:10:00.000000-0400,41,1.65,0,0,0,1.65,0,0,0,"","Fair"
"Hudson River, Inwood Canoe Club",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 07:55:00.000000-0400,52,1.65,0,0,0,1.65,0,0,0,"","Fair"
"Harlem River, North Cove",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 10:33:00.000000-0400,63,1.65,0,0,0,1.65,0,0,0,"","Fair"
"East River, Brooklyn Bridge Beach ",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:53:00.000000-0400,63,1.65,0,0,0,1.65,0,0,0,"","Fair"
"Hudson River, Yonkers Paddling and Rowing Club",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 12:15:00.000000-0400,70,1.65,0,0,0,1.65,0,0,0,"","Fair"
"Hudson River, Pier 66",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 11:58:00.000000-0400,74,1.65,0,0,0,1.65,0,0,0,"","Fair"
"Hudson River, West 133rd Street/Piers Park Kayak Dock",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:22:00.000000-0400,84,1.65,0,0,0,1.65,0,0,0,"","Fair"
"East River, Wallabout Channel ",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:31:00.000000-0400,86,1.65,0,0,0,1.65,0,0,0,"","Fair"
"Bronx Kill, east end",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 08:32:00.000000-0400,146,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"Hudson River, Pier 99 Boat Ramp",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:37:00.000000-0400,173,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"East River, Hallets Cove",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 08:10:00.000000-0400,203,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"Harlem River, Muscota Marsh",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:05:00.000000-0400,253,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"East River, Dumbo Cove",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:55:00.000000-0400,265,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"Saw Mill River, daylighted section",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 12:05:00.000000-0400,320,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"Prospect Park Lake",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 07:15:00.000000-0400,341,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"Gowanus Canal, Second Street Sponge Park",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 06:55:00.000000-0400,426,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"Bronx Kill, west end",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 08:44:00.000000-0400,487,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"Hudson River, Hoboken Cove Beach",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 10:45:00.000000-0400,845,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"Gowanus Canal, Bond Street",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 06:40:00.000000-0400,3255,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"East River, Pier 4 Beach ",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 10:12:00.000000-0400,3873,1.65,0,0,0,1.65,0,0,0,"","Unacceptable"
"Bronx River, Hunts Point Riverside Park",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 17:10:00.000000-0400,0,1.65,0,0,0,1.65,0,0,0,"","Not Detected"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 11:32:00.000000-0400,0,1.65,0,0,0,1.65,0,0,0,"","Not Detected"
"Hudson River, Pier 40",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 11:20:00.000000-0400,0,1.65,0,0,0,1.65,0,0,0,"","Not Detected"
"East River, Pier 2 Kayak Dock ",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 10:14:00.000000-0400,0,1.65,0,0,0,1.65,0,0,0,"","Not Detected"
"Hudson River, Pier 26",2016-06-02,2016,6,2016-06-02 06:18:00.000000-0400,2016-06-02 09:00:00.000000-0400,0,1.65,0,0,0,1.65,0,0,0,"0 ","Not Detected"
