"site","date","year","month","high_tide","sample_time","bacteria","precip_wk","precip_t0","precip_t1","precip_t2","precip_t3","precip_t4","precip_t5","precip_t6","notes","quality"
"East River, Hallets Cove",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 08:27:00.000000-0400,2359,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"Bronx Kill, east end",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 09:06:00.000000-0400,2495,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"East River, Bushwick Inlet",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 08:18:00.000000-0400,3255,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"East River, Anable Basin",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 09:00:00.000000-0400,6488,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"Coney Island Creek, Kaiser Park",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 09:17:00.000000-0400,12997,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"Coney Island Creek, West 21st Street",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 09:29:00.000000-0400,15531,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"Gowanus Canal, Second Street Sponge Park",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 07:45:00.000000-0400,15531,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"Prospect Park Lake",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 07:15:00.000000-0400,24196,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"Flushing Creek",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 09:18:00.000000-0400,24196,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"East River, Wallabout Channel ",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 08:09:00.000000-0400,24196,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"Gowanus Canal, Carroll Street",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 07:40:00.000000-0400,24196,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"Coney Island Creek, Shell Road ",2019-10-03,2019,10,2019-10-03 00:17:00.000000-0400,2019-10-03 06:41:00.000000-0400,24196,0.37,0.34,0.03,0,0,0,0,0,"","Unacceptable"
"Buttermilk Channel, Pier 101 ",2020-06-04,2020,6,2020-06-04 07:30:00.000000-0400,2020-06-04 08:43:00.000000-0400,20,0.66,0.16,0.45,0,0,0,0.02,0.03,"","Good"
"East River, North 3rd Street",2020-06-04,2020,6,2020-06-04 07:30:00.000000-0400,2020-06-04 08:59:00.000000-0400,41,0.66,0.16,0.45,0,0,0,0.02,0.03,"","Fair"
"East River, Bushwick Inlet",2020-06-04,2020,6,2020-06-04 07:30:00.000000-0400,2020-06-04 08:55:00.000000-0400,52,0.66,0.16,0.45,0,0,0,0.02,0.03,"","Fair"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2020-06-04,2020,6,2020-06-04 07:30:00.000000-0400,2020-06-04 12:55:00.000000-0400,211,0.66,0.16,0.45,0,0,0,0.02,0.03,"","Unacceptable"
"East River, South 5th Street/Domino Park",2020-06-04,2020,6,2020-06-04 07:30:00.000000-0400,2020-06-04 09:05:00.000000-0400,213,0.66,0.16,0.45,0,0,0,0.02,0.03,"","Unacceptable"
"Newtown Creek, Dutch Kills ",2020-06-04,2020,6,2020-06-04 07:30:00.000000-0400,2020-06-04 12:12:00.000000-0400,328,0.66,0.16,0.45,0,0,0,0.02,0.03,"","Unacceptable"
"East River, Wallabout Channel ",2020-06-04,2020,6,2020-06-04 07:30:00.000000-0400,2020-06-04 09:07:00.000000-0400,332,0.66,0.16,0.45,0,0,0,0.02,0.03,"","Unacceptable"
"Newtown Creek, Dutch Kills ",2020-06-04,2020,6,2020-06-04 07:30:00.000000-0400,2020-06-04 12:35:00.000000-0400,715,0.66,0.16,0.45,0,0,0,0.02,0.03,"","Unacceptable"
"Newtown Creek, Turning Basin",2020-06-04,2020,6,2020-06-04 07:30:00.000000-0400,2020-06-04 11:18:00.000000-0400,15531,0.66,0.16,0.45,0,0,0,0.02,0.03,"","Unacceptable"
"Newtown Creek, East Branch",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 10:45:00.000000-0400,10,0.37,0.05,0,0,0,0,0.06,0.26,"","Good"
"Newtown Creek, Turning Basin",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 10:30:00.000000-0400,10,0.37,0.05,0,0,0,0,0.06,0.26,"","Good"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 10:00:00.000000-0400,10,0.37,0.05,0,0,0,0,0.06,0.26,"","Good"
"East River, South 5th Street/Domino Park",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 09:02:00.000000-0400,10,0.37,0.05,0,0,0,0,0.06,0.26,"","Good"
"Newtown Creek, Apollo Street",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 10:20:00.000000-0400,20,0.37,0.05,0,0,0,0,0.06,0.26,"","Good"
"Newtown Creek, Dutch Kills ",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 09:27:00.000000-0400,20,0.37,0.05,0,0,0,0,0.06,0.26,"","Good"
"East River, Bushwick Inlet",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 09:10:00.000000-0400,20,0.37,0.05,0,0,0,0,0.06,0.26,"","Good"
"Newtown Creek, English Kills",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 10:55:00.000000-0400,63,0.37,0.05,0,0,0,0,0.06,0.26,"108 ","Fair"
"Newtown Creek, Dutch Kills ",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 09:45:00.000000-0400,83,0.37,0.05,0,0,0,0,0.06,0.26,"","Fair"
"East River, Wallabout Channel ",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 08:59:00.000000-0400,86,0.37,0.05,0,0,0,0,0.06,0.26,"41 ","Fair"
"East River, North 3rd Street",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 09:06:00.000000-0400,0,0.37,0.05,0,0,0,0,0.06,0.26,"","Not Detected"
"East River, Dumbo Cove",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 08:55:00.000000-0400,0,0.37,0.05,0,0,0,0,0.06,0.26,"","Not Detected"
"East River, Pier 2 Kayak Dock ",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 08:51:00.000000-0400,0,0.37,0.05,0,0,0,0,0.06,0.26,"","Not Detected"
"East River, Pier 4 Beach ",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 08:48:00.000000-0400,0,0.37,0.05,0,0,0,0,0.06,0.26,"","Not Detected"
"Buttermilk Channel, Pier 101 ",2020-06-11,2020,6,2020-06-11 01:11:00.000000-0400,2020-06-11 08:44:00.000000-0400,0,0.37,0.05,0,0,0,0,0.06,0.26,"","Not Detected"
"East River, Gantry State Park",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 11:16:00.000000-0400,10,0,0,0,0,0,0,0,0,"","Good"
"Newtown Creek, East Branch",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 10:04:00.000000-0400,10,0,0,0,0,0,0,0,0,"","Good"
"East River, Bushwick Inlet",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 08:34:00.000000-0400,10,0,0,0,0,0,0,0,0,"","Good"
"Buttermilk Channel, Pier 101 ",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 08:12:00.000000-0400,10,0,0,0,0,0,0,0,0,"","Good"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 11:49:00.000000-0400,20,0,0,0,0,0,0,0,0,"field split ","Good"
"Newtown Creek, Dutch Kills ",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 11:04:00.000000-0400,20,0,0,0,0,0,0,0,0,"","Good"
"Newtown Creek, English Kills",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 10:23:00.000000-0400,30,0,0,0,0,0,0,0,0,"","Good"
"Newtown Creek, Dutch Kills ",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 11:19:00.000000-0400,50,0,0,0,0,0,0,0,0,"","Fair"
"East River, Wallabout Channel ",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 08:25:00.000000-0400,75,0,0,0,0,0,0,0,0,"","Fair"
"Newtown Creek, 2nd Street Kayak Launch",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 11:20:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"Newtown Creek, Turning Basin",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 09:46:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"Newtown Creek, Apollo Street",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 09:32:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"East River, North 3rd Street",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 08:31:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"East River, South 5th Street/Domino Park",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 08:28:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"East River, Pier 2 Kayak Dock ",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 08:19:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"East River, Pier 4 Beach ",2020-06-18,2020,6,2020-06-18 07:08:00.000000-0400,2020-06-18 08:15:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"Newtown Creek, East Branch",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 11:20:00.000000-0400,10,0,0,0,0,0,0,0,0,"0 ","Good"
"Newtown Creek, Apollo Street",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 10:55:00.000000-0400,10,0,0,0,0,0,0,0,0,"","Good"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 10:35:00.000000-0400,10,0,0,0,0,0,0,0,0,"","Good"
"Gowanus Canal, Second Street Sponge Park",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 10:07:00.000000-0400,10,0,0,0,0,0,0,0,0,"","Good"
"Newtown Creek, Dutch Kills ",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 10:15:00.000000-0400,20,0,0,0,0,0,0,0,0,"","Good"
"East River, Wallabout Channel ",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 09:49:00.000000-0400,20,0,0,0,0,0,0,0,0,"","Good"
"Buttermilk Channel, Pier 101 ",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 09:21:00.000000-0400,20,0,0,0,0,0,0,0,0,"","Good"
"East River, Bushwick Inlet",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 09:58:00.000000-0400,30,0,0,0,0,0,0,0,0,"","Good"
"Newtown Creek, English Kills",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 11:36:00.000000-0400,31,0,0,0,0,0,0,0,0,"","Good"
"East River, Grand Ferry Park",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 12:02:00.000000-0400,122,0,0,0,0,0,0,0,0,"","Unacceptable"
"East River, Bushwick Inlet Park Beach",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 11:45:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"Newtown Creek, Turning Basin",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 11:05:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"East River, Gantry State Park",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 10:09:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"Newtown Creek, 2nd Street Kayak Launch",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 10:03:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"East River, North 3rd Street",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 09:55:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"Newtown Creek, Dutch Kills ",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 09:55:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"East River, South 5th Street/Domino Park",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 09:52:00.000000-0400,0,0,0,0,0,0,0,0,0,"0 ","Not Detected"
"East River, Pier 2 Kayak Dock ",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 09:42:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"East River, Pier 4 Beach ",2020-06-25,2020,6,2020-06-25 12:24:00.000000-0400,2020-06-25 09:38:00.000000-0400,0,0,0,0,0,0,0,0,0,"","Not Detected"
"East River, Dumbo Cove",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 09:41:00.000000-0400,10,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Good"
"Buttermilk Channel, Pier 101 ",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 09:17:00.000000-0400,10,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Good"
"East River, Pier 2 Kayak Dock ",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 09:27:00.000000-0400,20,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Good"
"Newtown Creek, 2nd Street Kayak Launch",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 10:23:00.000000-0400,31,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Good"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 11:31:00.000000-0400,41,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"10 ","Fair"
"East River, South 5th Street/Domino Park",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 09:50:00.000000-0400,41,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Fair"
"East River, Gantry State Park",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 10:10:00.000000-0400,52,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Fair"
"East River, Bushwick Inlet",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 09:59:00.000000-0400,52,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Fair"
"East River, Bushwick Inlet Park Beach",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 11:45:00.000000-0400,63,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Fair"
"East River, North 3rd Street",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 09:55:00.000000-0400,63,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"134 ","Fair"
"East River, Pier 4 Beach ",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 09:22:00.000000-0400,85,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Fair"
"Newtown Creek, Dutch Kills ",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 11:02:00.000000-0400,104,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Fair"
"East River, Grand Ferry Park",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 12:04:00.000000-0400,110,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Unacceptable"
"Newtown Creek, Dutch Kills ",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 11:15:00.000000-0400,253,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Unacceptable"
"East River, Wallabout Channel ",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 09:46:00.000000-0400,588,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Unacceptable"
"Prospect Park Lake",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 07:30:00.000000-0400,738,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Unacceptable"
"Newtown Creek, Apollo Street",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 09:45:00.000000-0400,1107,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Unacceptable"
"Newtown Creek, Turning Basin",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 09:57:00.000000-0400,1497,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Unacceptable"
"Newtown Creek, East Branch",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 10:10:00.000000-0400,1679,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Unacceptable"
"Gowanus Canal, Second Street Sponge Park",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 10:59:00.000000-0400,1785,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Unacceptable"
"Newtown Creek, English Kills",2020-07-02,2020,7,2020-07-02 06:28:00.000000-0400,2020-07-02 10:27:00.000000-0400,24196,0.8099999999999999,0,0.03,0,0.58,0.11,0.09,0,"","Unacceptable"
"Newtown Creek, Turning Basin",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 10:56:00.000000-0400,10,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Good"
"East River, South 5th Street/Domino Park",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 10:38:00.000000-0400,10,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Good"
"East River, Wallabout Channel ",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 10:30:00.000000-0400,10,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Good"
"Newtown Creek, Dutch Kills ",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 10:15:00.000000-0400,10,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Good"
"Newtown Creek, Dutch Kills ",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 10:01:00.000000-0400,20,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Good"
"East River, Dumbo Cove",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 09:23:00.000000-0400,20,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Good"
"East River, Pier 4 Beach ",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 09:13:00.000000-0400,20,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"0 ","Good"
"Buttermilk Channel, Pier 101 ",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 09:06:00.000000-0400,20,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Good"
"East River, Grand Ferry Park",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 12:36:00.000000-0400,30,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Good"
"East River, Gantry State Park",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 14:00:00.000000-0400,31,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Good"
"Newtown Creek, 2nd Street Kayak Launch",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 13:50:00.000000-0400,41,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Fair"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 10:30:00.000000-0400,41,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Fair"
"East River, Bushwick Inlet Park Beach",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 12:25:00.000000-0400,52,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Fair"
"Newtown Creek, East Branch",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 11:11:00.000000-0400,85,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"85 ","Fair"
"Newtown Creek, English Kills",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 11:20:00.000000-0400,97,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Fair"
"Gowanus Canal, Second Street Sponge Park",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 07:55:00.000000-0400,318,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Unacceptable"
"Prospect Park Lake",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 07:30:00.000000-0400,354,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Unacceptable"
"Newtown Creek, Apollo Street",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 10:47:00.000000-0400,0,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Not Detected"
"East River, Bushwick Inlet",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 10:45:00.000000-0400,0,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Not Detected"
"East River, North 3rd Street",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 10:41:00.000000-0400,0,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Not Detected"
"East River, Pier 2 Kayak Dock ",2020-07-09,2020,7,2020-07-09 12:33:00.000000-0400,2020-07-09 09:19:00.000000-0400,0,0.6900000000000001,0,0.02,0,0.54,0,0,0.13,"","Not Detected"
"East River, Bushwick Inlet Park Beach",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 12:30:00.000000-0400,10,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Good"
"Flushing Bay, World's Fair Marina Pier 1 East",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 10:50:00.000000-0400,10,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Good"
"East River, Pier 4 Beach ",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 09:30:00.000000-0400,10,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Good"
"East River, North 3rd Street",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 09:53:00.000000-0400,20,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Good"
"Newtown Creek, East Branch",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 09:38:00.000000-0400,20,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Good"
"Newtown Creek, Turning Basin",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 09:13:00.000000-0400,20,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Good"
"Newtown Creek, Dutch Kills ",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 10:38:00.000000-0400,30,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Good"
"Newtown Creek, North Brooklyn Community Boathouse/Pulaski Bridge",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 11:17:00.000000-0400,31,3.36,0,0,0,0.02,0.04,0.76,2.54,"20 ","Good"
"Prospect Park Lake",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 07:30:00.000000-0400,31,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Good"
"Newtown Creek, English Kills",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 09:56:00.000000-0400,41,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Fair"
"East River, Anable Basin",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 11:27:00.000000-0400,51,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Fair"
"Newtown Creek, Apollo Street",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 09:04:00.000000-0400,52,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Fair"
"Gowanus Canal, Second Street Sponge Park",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 07:18:00.000000-0400,63,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Fair"
"Newtown Creek, Dutch Kills ",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 10:54:00.000000-0400,84,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Fair"
"East River, Wallabout Channel ",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 09:47:00.000000-0400,86,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Fair"
"Flushing Bay, World's Fair Marina Boat Ramp",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 10:29:00.000000-0400,121,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Unacceptable"
"Flushing Creek",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 10:20:00.000000-0400,156,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Unacceptable"
"East River, Hallets Cove",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 11:53:00.000000-0400,598,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Unacceptable"
"Newtown Creek, 2nd Street Kayak Launch",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 13:32:00.000000-0400,0,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Not Detected"
"East River, Gantry State Park",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 13:25:00.000000-0400,0,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Not Detected"
"East River, Grand Ferry Park",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 12:45:00.000000-0400,0,3.36,0,0,0,0.02,0.04,0.76,2.54,"10 ","Not Detected"
"East River, Bushwick Inlet",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 09:56:00.000000-0400,0,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Not Detected"
"East River, South 5th Street/Domino Park",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 09:50:00.000000-0400,0,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Not Detected"
"East River, Dumbo Cove",2020-07-16,2020,7,2020-07-16 05:40:00.000000-0400,2020-07-16 09:36:00.000000-0400,0,3.36,0,0,0,0.02,0.04,0.76,2.54,"","Not Detected"
